customer_id,age,country,acquisition_channel,cac,initial_plan,tenure_months,avg_logins_3m,avg_sessions_3m,avg_session_duration_3m,avg_features_used_3m,engagement_score_latest,payment_failures,payment_success_rate,total_support_tickets,churned,ltv
C002753,56,Australia,Affiliate,31.42,Basic,4,9.333333333333334,16.0,10.853333333333333,1.3333333333333333,0.323,0,1.0,1,1,39.96
C002754,25,US,Email,50.8,Basic,3,20.666666666666668,15.666666666666666,18.453333333333333,2.3333333333333335,0.5,0,1.0,1,1,29.97
C002755,30,France,Organic,24.86,Premium,25,11.333333333333334,29.666666666666668,22.503333333333334,6.0,0.85,1,0.96,3,0,839.76
C002756,37,Canada,Affiliate,46.97,Premium,16,12.666666666666666,26.0,11.586666666666668,2.3333333333333335,0.5,1,0.9375,4,0,599.85
C002757,34,UK,Organic,22.96,Basic,1,6.0,7.0,8.44,1.0,0.19,0,1.0,0,1,9.99
C002758,29,Canada,Organic,16.2,Basic,2,5.0,6.5,5.59,1.0,0.218,0,1.0,1,1,19.98
C002759,38,Germany,Referral,57.87,Basic,1,10.0,9.0,12.67,5.0,0.375,0,1.0,0,1,9.99
C002760,48,France,Email,50.15,Premium,2,5.0,10.0,4.01,1.0,0.181,0,1.0,0,1,79.98
C002761,33,US,Social Media,69.75,Standard,2,7.0,5.5,5.71,1.5,0.168,0,1.0,0,1,39.98
C002762,57,US,Organic,27.69,Premium,14,14.333333333333334,16.666666666666668,8.979999999999999,6.0,0.463,0,1.0,1,0,559.86
C002763,42,Australia,Social Media,76.51,Basic,8,11.666666666666666,16.333333333333332,5.853333333333334,2.0,0.345,0,1.0,0,0,79.92
C002764,59,UK,Paid Search,56.81,Basic,1,7.0,11.0,6.31,1.0,0.205,0,1.0,0,0,9.99
C002765,44,Australia,Affiliate,55.06,Basic,1,12.0,16.0,3.5,2.0,0.314,0,1.0,0,0,9.99
C002766,37,UK,Social Media,68.52,Premium,1,4.0,4.0,5.42,0.0,0.136,0,1.0,0,1,39.99
C002767,31,US,Referral,57.21,Premium,17,17.666666666666668,25.666666666666668,13.33,2.0,0.597,1,0.9411764705882353,3,1,639.84
C002768,48,UK,Affiliate,58.1,Standard,2,12.5,11.5,7.925000000000001,3.0,0.404,0,1.0,0,1,39.98
C002769,55,Australia,Organic,11.72,Basic,7,21.0,32.0,27.103333333333335,8.0,0.77,0,1.0,1,1,69.93
C002770,48,US,Social Media,43.5,Standard,11,22.666666666666668,40.0,17.55,8.333333333333334,0.736,0,1.0,2,1,219.89
C002771,19,US,Paid Search,54.56,Standard,19,9.666666666666666,15.666666666666666,12.123333333333335,2.6666666666666665,0.388,0,1.0,1,0,379.81
C002772,18,France,Referral,53.22,Basic,5,16.0,23.666666666666668,10.873333333333335,4.333333333333333,0.483,0,1.0,0,1,49.95
C002773,35,Australia,Affiliate,22.52,Standard,8,24.666666666666668,36.666666666666664,17.19333333333333,3.6666666666666665,0.631,0,1.0,1,1,159.92
C002774,19,Australia,Affiliate,39.17,Standard,30,21.0,27.666666666666668,18.75,4.0,0.688,2,0.9333333333333333,1,0,559.72
C002775,18,Australia,Paid Search,66.44,Basic,28,24.333333333333332,34.333333333333336,29.786666666666672,7.666666666666667,0.737,0,1.0,2,0,449.72
C002776,62,Germany,Email,53.42,Basic,10,15.333333333333334,21.333333333333332,16.643333333333334,3.3333333333333335,0.58,0,1.0,0,1,189.9
C002777,41,US,Affiliate,53.94,Basic,26,21.0,29.0,13.526666666666669,4.666666666666667,0.688,0,1.0,1,0,339.74
C002778,28,Canada,Social Media,52.81,Basic,20,8.0,10.666666666666666,10.66,4.333333333333333,0.371,0,1.0,3,0,199.8
C002779,38,Australia,Social Media,66.31,Standard,2,8.0,10.5,11.68,3.0,0.37,0,1.0,1,1,39.98
C002780,41,Germany,Social Media,50.35,Standard,2,6.0,16.0,9.64,3.0,0.308,0,1.0,0,0,39.98
C002781,49,Australia,Social Media,37.38,Standard,2,2.0,4.0,3.505,0.5,0.1,0,1.0,0,1,39.98
C002782,56,Canada,Referral,34.41,Basic,18,28.666666666666668,31.333333333333332,18.526666666666667,9.0,0.795,0,1.0,0,1,279.82
C002783,46,France,Social Media,76.24,Standard,3,8.0,9.666666666666666,8.79,1.3333333333333333,0.304,0,1.0,0,0,59.97
C002784,58,UK,Paid Search,112.28,Basic,33,27.333333333333332,20.0,22.376666666666665,8.333333333333334,0.773,1,0.9696969696969697,3,0,569.68
C002785,28,France,Social Media,57.01,Standard,8,24.666666666666668,18.0,19.63,9.0,0.596,0,1.0,0,1,159.92
C002786,44,US,Paid Search,107.73,Basic,2,5.5,8.5,4.96,1.5,0.218,1,0.5,0,1,9.99
C002787,18,Canada,Email,21.68,Basic,13,21.333333333333332,29.333333333333332,27.566666666666666,3.3333333333333335,0.809,1,0.9230769230769231,1,1,119.88
C002788,61,Australia,Affiliate,57.69,Standard,2,8.0,21.0,8.9,3.5,0.481,0,1.0,1,1,39.98
C002789,41,France,Referral,24.68,Standard,1,8.0,11.0,7.76,2.0,0.2,0,1.0,0,1,19.99
C002790,54,Canada,Email,46.28,Basic,1,4.0,12.0,10.1,1.0,0.275,0,1.0,0,1,9.99
C002791,58,Australia,Affiliate,50.06,Basic,2,14.0,15.0,16.82,2.0,0.494,0,1.0,1,1,19.98
C002792,30,Australia,Paid Search,108.4,Premium,3,9.333333333333334,11.666666666666666,6.226666666666667,2.3333333333333335,0.374,1,0.6666666666666666,0,1,79.98
C002793,22,Australia,Email,52.0,Basic,3,22.666666666666668,20.0,19.656666666666666,6.333333333333333,0.77,0,1.0,0,1,29.97
C002794,31,France,Paid Search,102.91,Basic,1,4.0,6.0,4.22,0.0,0.241,0,1.0,0,1,9.99
C002795,19,US,Organic,29.03,Basic,1,7.0,15.0,12.77,4.0,0.377,0,1.0,1,1,9.99
C002796,61,US,Organic,14.14,Standard,6,22.666666666666668,34.0,30.793333333333333,6.0,0.841,0,1.0,3,1,119.94
C002797,40,Australia,Social Media,52.63,Basic,2,2.0,3.0,2.415,0.5,0.087,0,1.0,0,1,19.98
C002798,42,Canada,Organic,23.96,Basic,11,14.0,15.333333333333334,17.436666666666664,4.666666666666667,0.547,0,1.0,0,1,109.89
C002799,48,Australia,Social Media,51.43,Standard,6,19.666666666666668,30.0,14.479999999999999,5.333333333333333,0.856,0,1.0,0,1,119.94
C002800,20,Germany,Email,21.67,Basic,4,12.333333333333334,23.0,15.556666666666667,5.666666666666667,0.561,0,1.0,1,1,39.96
C002801,42,France,Social Media,31.55,Standard,3,19.0,23.333333333333332,15.563333333333333,3.3333333333333335,0.549,0,1.0,0,1,59.97
C002802,40,Australia,Referral,47.54,Standard,1,7.0,10.0,6.98,2.0,0.185,0,1.0,0,0,19.99
C002803,23,Germany,Organic,17.6,Premium,2,17.0,19.5,18.595,6.5,0.565,0,1.0,0,1,79.98
C002804,63,Australia,Email,23.68,Basic,4,20.666666666666668,29.333333333333332,15.376666666666667,8.0,0.7,0,1.0,0,1,39.96
C002805,56,Germany,Referral,35.19,Basic,3,6.0,7.666666666666667,6.406666666666666,1.3333333333333333,0.202,0,1.0,1,1,29.97
C002806,46,UK,Social Media,45.49,Standard,1,4.0,6.0,6.53,1.0,0.236,0,1.0,1,1,19.99
C002807,55,Australia,Referral,23.8,Standard,3,6.666666666666667,9.0,6.1433333333333335,1.0,0.218,0,1.0,0,1,59.97
C002808,47,Canada,Email,37.78,Standard,8,21.333333333333332,21.0,21.95,6.666666666666667,0.663,0,1.0,2,1,159.92
C002809,64,US,Referral,52.05,Standard,2,8.5,19.5,11.67,3.5,0.364,0,1.0,1,1,39.98
C002810,29,Germany,Email,24.71,Standard,6,11.666666666666666,16.0,7.873333333333332,3.0,0.385,0,1.0,1,1,119.94
C002811,45,US,Paid Search,52.79,Standard,7,15.0,18.0,11.69,3.3333333333333335,0.451,0,1.0,0,0,139.93
C002812,18,Germany,Organic,13.98,Basic,12,15.666666666666666,17.333333333333332,11.32,4.0,0.425,0,1.0,0,1,179.88
C002813,29,UK,Paid Search,104.07,Basic,2,13.5,11.0,10.355,1.0,0.33,0,1.0,0,1,19.98
C002814,63,Germany,Affiliate,43.34,Basic,1,11.0,17.0,9.28,3.0,0.356,0,1.0,0,0,9.99
C002815,56,France,Organic,13.29,Basic,3,12.0,15.333333333333334,12.676666666666668,3.3333333333333335,0.3,0,1.0,1,1,39.97
C002816,45,US,Referral,39.85,Standard,1,12.0,16.0,8.12,1.0,0.282,0,1.0,0,1,19.99
C002817,44,Germany,Affiliate,34.73,Standard,22,32.0,30.0,18.856666666666666,6.0,0.993,0,1.0,1,1,439.78
C002818,22,US,Social Media,51.81,Standard,1,4.0,3.0,2.84,0.0,0.122,0,1.0,0,1,19.99
C002819,48,Germany,Social Media,73.89,Standard,2,14.5,15.0,8.905000000000001,3.5,0.312,0,1.0,1,1,39.98
C002820,25,US,Paid Search,113.46,Premium,7,12.666666666666666,14.333333333333334,10.176666666666668,3.6666666666666665,0.512,0,1.0,0,0,279.93
C002821,46,Australia,Organic,21.41,Standard,6,14.0,25.666666666666668,15.07,3.6666666666666665,0.449,0,1.0,0,1,119.94
C002822,60,UK,Social Media,57.87,Basic,19,25.333333333333332,26.333333333333332,17.98,8.666666666666666,0.784,0,1.0,3,0,299.81
C002823,30,UK,Referral,24.63,Basic,3,12.666666666666666,20.333333333333332,10.983333333333334,4.0,0.483,0,1.0,1,1,29.97
C002824,41,US,Paid Search,102.26,Basic,13,13.333333333333334,17.0,10.32,5.0,0.559,0,1.0,3,0,129.87
C002825,55,France,Organic,12.26,Standard,35,32.333333333333336,37.0,30.409999999999997,11.333333333333334,0.894,0,1.0,6,0,699.65
C002826,33,Germany,Social Media,74.02,Basic,1,10.0,15.0,11.89,4.0,0.306,0,1.0,0,1,9.99
C002827,31,US,Paid Search,96.48,Basic,3,3.6666666666666665,7.666666666666667,3.9933333333333336,0.6666666666666666,0.167,0,1.0,0,1,29.97
C002828,22,UK,Referral,42.12,Standard,9,13.666666666666666,27.666666666666668,15.366666666666667,5.333333333333333,0.482,0,1.0,1,1,179.91
C002829,22,Germany,Paid Search,110.05,Basic,2,9.5,13.5,10.98,2.0,0.336,0,1.0,0,1,19.98
C002830,44,Australia,Organic,21.32,Basic,15,14.333333333333334,19.666666666666668,15.6,3.3333333333333335,0.525,0,1.0,3,0,149.85
C002831,45,US,Paid Search,107.96,Basic,5,8.0,7.0,5.28,1.0,0.223,0,1.0,1,1,49.95
C002832,41,Germany,Referral,21.11,Standard,3,4.333333333333333,5.333333333333333,4.64,0.3333333333333333,0.151,0,1.0,0,1,59.97
C002833,26,Germany,Email,53.45,Basic,1,5.0,8.0,13.19,1.0,0.298,0,1.0,0,0,9.99
C002834,58,UK,Email,55.55,Standard,3,19.333333333333332,23.666666666666668,15.576666666666666,2.6666666666666665,0.573,0,1.0,1,1,59.97
C002835,22,Germany,Email,40.85,Basic,1,10.0,7.0,5.65,2.0,0.295,0,1.0,0,1,9.99
C002836,63,UK,Organic,18.35,Standard,1,4.0,4.0,5.66,2.0,0.198,0,1.0,0,1,19.99
C002837,47,Australia,Organic,17.39,Basic,3,12.666666666666666,20.0,13.006666666666666,4.0,0.506,0,1.0,0,1,29.97
C002838,37,Germany,Social Media,71.82,Standard,1,8.0,8.0,2.95,2.0,0.206,0,1.0,0,1,19.99
C002839,62,France,Referral,35.44,Premium,1,10.0,13.0,16.4,2.0,0.406,0,1.0,0,0,39.99
C002840,54,UK,Affiliate,44.21,Standard,8,27.333333333333332,37.0,20.9,8.666666666666666,0.698,0,1.0,1,1,159.92
C002841,39,France,Social Media,34.55,Basic,2,11.0,10.5,8.64,2.5,0.308,0,1.0,0,1,19.98
C002842,35,Canada,Email,45.25,Basic,4,26.666666666666668,29.0,21.753333333333334,4.333333333333333,0.773,0,1.0,0,1,39.96
C002843,38,UK,Email,40.54,Basic,1,5.0,8.0,2.71,1.0,0.138,0,1.0,0,1,9.99
C002844,39,France,Paid Search,74.4,Basic,33,25.333333333333332,45.666666666666664,23.046666666666667,10.666666666666666,0.817,0,1.0,7,0,639.67
C002845,60,Australia,Referral,31.14,Standard,8,13.666666666666666,16.0,8.616666666666667,4.666666666666667,0.453,1,0.875,0,1,139.93
C002846,62,Canada,Email,55.62,Basic,4,7.666666666666667,10.0,9.683333333333334,1.6666666666666667,0.272,0,1.0,0,1,39.96
C002847,53,Canada,Affiliate,47.44,Standard,8,24.0,22.666666666666668,25.33,7.0,0.673,0,1.0,1,1,159.92
C002848,64,Australia,Referral,43.27,Basic,1,5.0,7.0,6.28,1.0,0.144,0,1.0,0,1,9.99
C002849,58,Canada,Affiliate,29.88,Standard,17,19.333333333333332,18.666666666666668,16.386666666666667,2.0,0.544,0,1.0,0,0,339.83
C002850,43,Germany,Affiliate,52.38,Basic,3,16.333333333333332,24.333333333333332,17.34,1.3333333333333333,0.435,1,0.6666666666666666,1,1,39.98
C002851,34,France,Email,38.36,Basic,36,29.0,24.0,16.966666666666665,4.333333333333333,0.816,0,1.0,8,0,359.64
C002852,53,Germany,Social Media,36.22,Basic,3,15.666666666666666,23.333333333333332,10.403333333333334,4.333333333333333,0.459,0,1.0,0,1,29.97
C002853,49,Germany,Organic,13.78,Premium,3,22.333333333333332,27.666666666666668,22.03333333333333,5.0,0.589,0,1.0,0,1,119.97
C002854,44,UK,Email,52.85,Standard,2,20.0,21.5,21.95,5.0,0.582,0,1.0,0,1,39.98
C002855,49,France,Organic,29.63,Standard,3,9.333333333333334,9.333333333333334,9.923333333333334,2.6666666666666665,0.264,0,1.0,1,1,59.97
C002856,26,UK,Referral,37.49,Basic,1,9.0,6.0,8.57,0.0,0.221,0,1.0,0,0,9.99
C002857,20,US,Social Media,68.01,Premium,3,19.0,14.666666666666666,20.419999999999998,3.3333333333333335,0.526,0,1.0,0,1,119.97
C002858,24,Australia,Organic,20.97,Basic,3,12.666666666666666,15.333333333333334,8.586666666666668,2.0,0.333,0,1.0,0,1,29.97
C002859,21,US,Paid Search,52.8,Standard,10,34.333333333333336,39.333333333333336,32.09,9.666666666666666,1.0,0,1.0,0,1,199.9
C002860,36,Germany,Social Media,78.84,Standard,4,6.333333333333333,7.333333333333333,5.473333333333334,1.0,0.165,1,0.75,1,1,59.97
C002861,35,France,Paid Search,65.43,Standard,2,7.5,12.0,8.59,1.5,0.248,0,1.0,0,1,39.98
C002862,38,UK,Paid Search,60.62,Standard,15,16.333333333333332,12.333333333333334,8.256666666666668,5.0,0.466,0,1.0,2,0,299.85
C002863,28,US,Referral,28.13,Standard,1,5.0,11.0,9.09,1.0,0.255,0,1.0,0,0,19.99
C002864,49,US,Affiliate,44.57,Premium,9,11.666666666666666,15.666666666666666,8.596666666666668,3.0,0.393,0,1.0,2,0,319.91
C002865,47,France,Paid Search,109.18,Basic,3,29.666666666666668,35.666666666666664,21.64,5.666666666666667,0.73,1,0.6666666666666666,1,1,19.98
C002866,18,UK,Paid Search,114.23,Basic,16,33.0,33.333333333333336,17.926666666666666,10.0,0.954,0,1.0,1,1,309.84
C002867,42,Germany,Social Media,51.76,Premium,17,29.333333333333332,38.0,24.066666666666666,5.0,0.819,0,1.0,1,1,679.83
C002868,63,Germany,Paid Search,57.03,Basic,2,16.0,25.5,13.204999999999998,5.0,0.469,0,1.0,0,1,19.98
C002869,57,Germany,Paid Search,101.74,Basic,1,7.0,19.0,10.13,3.0,0.37,0,1.0,0,1,9.99
C002870,61,Germany,Email,50.6,Basic,7,15.0,22.333333333333332,14.083333333333334,4.333333333333333,0.453,0,1.0,0,1,69.93
C002871,50,France,Email,33.69,Basic,17,14.0,19.666666666666668,13.346666666666666,4.0,0.522,2,0.8823529411764706,4,1,149.85
C002872,63,US,Referral,44.26,Basic,3,4.666666666666667,9.0,6.829999999999999,1.6666666666666667,0.206,0,1.0,0,1,29.97
C002873,43,UK,Affiliate,47.33,Basic,3,10.333333333333334,9.666666666666666,8.653333333333334,2.3333333333333335,0.277,0,1.0,0,0,29.97
C002874,63,Canada,Social Media,47.66,Basic,6,27.333333333333332,29.333333333333332,10.926666666666668,9.333333333333334,0.88,0,1.0,2,1,59.94
C002875,19,Australia,Referral,44.02,Basic,1,12.0,15.0,6.43,3.0,0.337,0,1.0,0,1,9.99
C002876,63,US,Paid Search,95.18,Basic,1,9.0,6.0,9.16,2.0,0.223,0,1.0,0,0,9.99
C002877,49,Germany,Email,33.81,Basic,1,11.0,11.0,3.11,3.0,0.272,0,1.0,0,1,9.99
C002878,32,Canada,Referral,23.58,Basic,13,23.0,23.333333333333332,15.516666666666666,7.333333333333333,0.801,0,1.0,2,0,169.87
C002879,55,Australia,Social Media,53.93,Basic,27,23.333333333333332,36.333333333333336,29.710000000000004,5.666666666666667,0.841,0,1.0,4,0,409.73
C002880,20,Germany,Email,41.24,Basic,2,14.0,27.5,16.32,4.0,0.604,0,1.0,0,1,19.98
C002881,28,US,Organic,25.21,Basic,12,11.333333333333334,14.666666666666666,9.18,4.0,0.516,0,1.0,2,0,119.88
C002882,51,Canada,Affiliate,42.11,Basic,1,21.0,25.0,15.05,8.0,0.81,0,1.0,0,1,9.99
C002883,35,UK,Paid Search,70.52,Premium,6,7.666666666666667,13.666666666666666,7.956666666666666,2.3333333333333335,0.324,0,1.0,0,0,239.94
C002884,32,US,Referral,32.46,Standard,36,21.333333333333332,36.666666666666664,18.14,7.666666666666667,0.747,2,0.9444444444444444,6,0,679.66
C002885,65,UK,Organic,21.45,Standard,6,17.666666666666668,23.0,18.163333333333334,5.333333333333333,0.553,0,1.0,0,1,119.94
C002886,28,UK,Email,38.81,Basic,4,7.333333333333333,11.666666666666666,8.956666666666665,2.6666666666666665,0.303,0,1.0,1,1,39.96
C002887,24,Canada,Paid Search,92.18,Basic,1,20.0,18.0,11.12,5.0,0.599,0,1.0,0,1,9.99
C002888,41,Australia,Email,24.97,Basic,1,9.0,13.0,9.78,2.0,0.284,0,1.0,0,1,9.99
C002889,18,Canada,Paid Search,87.36,Basic,27,31.333333333333332,31.333333333333332,21.19,6.333333333333333,0.798,0,1.0,3,0,269.73
C002890,50,US,Social Media,55.66,Basic,1,12.0,10.0,12.58,4.0,0.303,0,1.0,0,0,9.99
C002891,26,UK,Paid Search,61.69,Basic,14,19.333333333333332,22.666666666666668,10.926666666666668,5.666666666666667,0.681,1,0.9285714285714286,2,1,219.87
C002892,33,Germany,Social Media,58.69,Basic,35,24.666666666666668,35.0,21.21666666666667,4.333333333333333,0.862,1,0.9714285714285714,5,0,459.66
C002893,58,France,Affiliate,24.4,Basic,1,7.0,20.0,20.05,3.0,0.499,0,1.0,0,1,9.99
C002894,36,Germany,Organic,29.66,Basic,3,17.333333333333332,22.333333333333332,22.676666666666666,5.333333333333333,0.534,0,1.0,0,1,29.97
C002895,52,Australia,Referral,47.1,Basic,21,14.0,21.0,13.716666666666667,4.0,0.489,0,1.0,3,0,209.79
C002896,51,Canada,Email,38.66,Standard,24,19.333333333333332,34.0,23.346666666666668,7.666666666666667,0.846,0,1.0,0,0,479.76
C002897,34,France,Email,48.73,Standard,27,23.333333333333332,45.666666666666664,29.64,10.0,1.0,0,1.0,5,0,539.73
C002898,20,UK,Paid Search,85.22,Basic,1,21.0,24.0,10.49,6.0,0.516,0,1.0,0,1,9.99
C002899,25,France,Email,59.79,Standard,28,16.333333333333332,35.666666666666664,30.22666666666667,5.666666666666667,0.829,0,1.0,1,0,559.72
C002900,38,Germany,Referral,35.04,Basic,30,27.666666666666668,29.333333333333332,18.87333333333333,4.333333333333333,0.813,0,1.0,6,0,299.7
C002901,27,Germany,Organic,14.31,Standard,1,23.0,16.0,7.47,2.0,0.676,0,1.0,0,1,19.99
C002902,43,UK,Affiliate,25.59,Standard,2,7.5,9.0,7.295,0.0,0.26,0,1.0,0,1,39.98
C002903,34,Germany,Organic,28.01,Premium,1,2.0,4.0,3.01,1.0,0.109,0,1.0,0,0,39.99
C002904,31,Germany,Referral,48.52,Basic,2,13.0,22.5,20.72,4.0,0.711,0,1.0,0,1,19.98
C002905,27,Australia,Referral,58.38,Basic,3,6.333333333333333,10.0,8.816666666666668,1.6666666666666667,0.304,0,1.0,1,0,29.97
C002906,42,Australia,Social Media,48.7,Basic,4,15.0,25.0,17.25,6.0,0.618,1,0.75,0,1,29.97
C002907,50,France,Organic,21.96,Basic,19,21.333333333333332,39.0,36.526666666666664,11.0,0.904,1,0.9473684210526315,1,1,179.82
C002908,48,US,Organic,28.68,Premium,24,23.333333333333332,25.0,22.153333333333332,6.666666666666667,0.688,0,1.0,1,0,959.76
C002909,28,US,Social Media,39.67,Premium,3,21.333333333333332,11.666666666666666,8.856666666666667,4.0,0.496,0,1.0,1,1,119.97
C002910,21,US,Paid Search,102.1,Standard,34,25.333333333333332,21.0,22.400000000000002,6.0,0.742,0,1.0,5,0,679.66
C002911,46,Germany,Paid Search,94.15,Basic,16,9.333333333333334,13.0,11.63,2.0,0.341,0,1.0,1,1,159.84
C002912,36,Canada,Email,38.41,Standard,14,23.666666666666668,19.666666666666668,25.603333333333335,7.0,0.665,0,1.0,1,1,279.86
C002913,49,Germany,Email,43.42,Premium,13,12.0,21.0,13.06,4.666666666666667,0.599,0,1.0,2,0,519.87
C002914,65,France,Organic,23.33,Standard,4,13.666666666666666,18.0,14.213333333333333,2.0,0.429,0,1.0,2,1,79.96
C002915,42,Canada,Organic,29.97,Basic,32,26.333333333333332,36.666666666666664,19.180000000000003,7.333333333333333,0.851,1,0.96875,5,0,309.69
C002916,35,UK,Affiliate,37.59,Standard,2,9.5,11.0,9.530000000000001,0.5,0.25,0,1.0,0,0,39.98
C002917,43,UK,Paid Search,56.52,Basic,2,11.5,41.0,16.955000000000002,2.5,0.749,0,1.0,1,1,19.98
C002918,30,Germany,Organic,16.06,Premium,3,23.0,25.0,19.05333333333333,5.666666666666667,0.683,0,1.0,0,1,119.97
C002919,27,Germany,Paid Search,79.23,Standard,11,15.666666666666666,20.0,10.566666666666668,2.6666666666666665,0.514,0,1.0,1,0,219.89
C002920,18,US,Email,30.21,Premium,2,22.5,27.0,17.43,4.0,0.575,1,0.5,0,1,39.99
C002921,22,UK,Organic,15.31,Basic,2,12.0,26.0,15.665,3.0,0.52,0,1.0,1,1,19.98
C002922,23,Australia,Paid Search,114.74,Basic,3,18.0,12.0,16.753333333333334,4.666666666666667,0.517,0,1.0,0,1,29.97
C002923,48,Canada,Social Media,60.84,Premium,1,13.0,10.0,10.67,2.0,0.371,0,1.0,0,0,39.99
C002924,65,Canada,Email,41.92,Premium,12,11.666666666666666,19.0,8.12,2.0,0.373,0,1.0,1,0,479.88
C002925,61,Australia,Affiliate,33.06,Basic,32,21.0,38.0,25.906666666666666,5.333333333333333,0.695,0,1.0,1,0,549.68
C002926,33,UK,Email,47.3,Standard,3,16.0,15.666666666666666,14.71,3.3333333333333335,0.445,0,1.0,0,1,59.97
C002927,50,Canada,Referral,39.34,Basic,1,8.0,26.0,17.11,1.0,0.479,0,1.0,0,1,9.99
C002928,55,Canada,Affiliate,59.65,Basic,18,16.666666666666668,24.666666666666668,12.793333333333331,4.333333333333333,0.475,0,1.0,3,1,309.82
C002929,32,UK,Organic,26.48,Standard,3,16.0,27.666666666666668,18.22,5.333333333333333,0.538,0,1.0,0,1,59.97
C002930,50,Canada,Paid Search,114.82,Standard,5,20.666666666666668,39.0,12.333333333333334,8.333333333333334,0.688,0,1.0,2,1,99.95
C002931,37,US,Affiliate,35.99,Standard,3,6.333333333333333,9.0,9.306666666666667,1.6666666666666667,0.218,0,1.0,0,1,59.97
C002932,60,US,Paid Search,93.61,Premium,2,7.0,12.5,7.7250000000000005,2.5,0.345,0,1.0,1,1,79.98
C002933,27,Germany,Organic,18.71,Standard,13,12.333333333333334,19.666666666666668,16.913333333333334,3.0,0.541,0,1.0,1,1,259.87
C002934,37,UK,Organic,16.68,Basic,3,17.666666666666668,13.333333333333334,13.283333333333333,4.333333333333333,0.534,0,1.0,0,1,29.97
C002935,31,Germany,Referral,57.11,Basic,1,6.0,11.0,8.42,1.0,0.249,0,1.0,0,1,9.99
C002936,28,Canada,Paid Search,70.05,Standard,2,10.0,14.0,9.280000000000001,3.0,0.362,0,1.0,0,1,39.98
C002937,23,US,Email,33.09,Basic,22,17.666666666666668,28.666666666666668,20.83666666666667,3.0,0.938,0,1.0,2,1,309.78
C002938,52,Germany,Organic,25.92,Basic,2,8.5,14.0,7.075,2.5,0.322,0,1.0,0,1,19.98
C002939,62,Australia,Organic,28.69,Standard,17,13.666666666666666,21.0,7.593333333333334,2.0,0.457,1,0.9411764705882353,1,0,319.84
C002940,26,Canada,Organic,10.04,Basic,7,13.333333333333334,13.0,12.300000000000002,3.0,0.426,0,1.0,0,1,69.93
C002941,40,Australia,Affiliate,47.43,Standard,6,8.666666666666666,13.333333333333334,10.596666666666666,2.0,0.417,0,1.0,1,0,119.94
C002942,39,US,Organic,10.81,Premium,1,8.0,12.0,4.93,1.0,0.211,0,1.0,0,1,39.99
C002943,18,UK,Email,23.29,Basic,3,11.0,11.666666666666666,8.160000000000002,1.3333333333333333,0.288,0,1.0,1,1,29.97
C002944,35,France,Referral,52.97,Basic,19,15.666666666666666,24.333333333333332,16.673333333333332,3.0,0.525,0,1.0,2,0,189.81
C002945,57,Canada,Email,53.47,Basic,32,25.666666666666668,39.666666666666664,22.83,7.333333333333333,0.719,0,1.0,7,0,479.68
C002946,28,Australia,Organic,19.25,Premium,1,4.0,7.0,3.63,4.0,0.282,0,1.0,0,1,39.99
C002947,36,US,Organic,19.93,Basic,4,8.666666666666666,14.666666666666666,10.033333333333333,3.0,0.28,0,1.0,0,1,39.96
C002948,46,Canada,Social Media,63.25,Standard,2,14.0,23.0,11.61,1.5,0.495,0,1.0,1,1,39.98
C002949,43,Germany,Social Media,44.68,Standard,28,29.666666666666668,39.666666666666664,28.073333333333334,7.333333333333333,0.974,0,1.0,7,0,559.72
C002950,47,UK,Social Media,63.31,Basic,12,20.666666666666668,38.333333333333336,30.28,10.333333333333334,0.931,0,1.0,1,1,119.88
C002951,25,UK,Organic,11.59,Standard,27,17.0,31.666666666666668,23.363333333333333,3.0,0.684,0,1.0,2,0,539.73
C002952,36,Canada,Referral,25.04,Standard,4,8.666666666666666,11.333333333333334,15.030000000000001,3.0,0.392,0,1.0,0,0,79.96
C002953,44,US,Email,29.57,Basic,19,26.0,30.666666666666668,21.976666666666663,6.333333333333333,0.834,0,1.0,0,1,189.81
C002954,55,Canada,Affiliate,57.7,Standard,2,4.0,7.0,5.02,0.5,0.193,0,1.0,0,1,39.98
C002955,43,UK,Referral,46.25,Basic,3,13.666666666666666,15.666666666666666,8.68,3.3333333333333335,0.414,0,1.0,0,0,29.97
C002956,34,Germany,Organic,10.98,Standard,8,15.0,15.333333333333334,10.403333333333334,4.333333333333333,0.375,0,1.0,0,1,159.92
C002957,63,Canada,Referral,38.54,Premium,1,6.0,9.0,5.42,1.0,0.172,0,1.0,0,1,39.99
C002958,63,Germany,Paid Search,107.1,Standard,13,23.333333333333332,24.666666666666668,14.573333333333332,7.0,0.761,0,1.0,1,1,259.87
C002959,62,UK,Social Media,77.9,Standard,6,18.666666666666668,24.333333333333332,20.003333333333334,5.333333333333333,0.737,0,1.0,1,1,119.94
C002960,49,Canada,Paid Search,116.8,Basic,5,12.0,13.333333333333334,13.653333333333334,4.0,0.413,0,1.0,1,1,69.95
C002961,56,Germany,Organic,27.68,Basic,26,19.333333333333332,23.333333333333332,21.276666666666667,3.6666666666666665,0.782,0,1.0,4,0,259.74
C002962,18,Australia,Paid Search,100.45,Basic,1,5.0,10.0,5.64,1.0,0.257,0,1.0,0,1,9.99
C002963,39,US,Affiliate,33.72,Standard,2,5.5,7.0,4.99,1.5,0.194,0,1.0,0,0,39.98
