event_id,customer_id,event_date,event_type,plan,amount,payment_success,month_number
25024,C002817,2023-07-22,payment,Standard,19.99,True,2
25025,C002817,2023-08-21,payment,Standard,19.99,True,3
25026,C002817,2023-09-20,payment,Standard,19.99,True,4
25027,C002817,2023-10-20,payment,Standard,19.99,True,5
25028,C002817,2023-11-19,payment,Standard,19.99,True,6
25029,C002817,2023-12-19,payment,Standard,19.99,True,7
25030,C002817,2024-01-18,payment,Standard,19.99,True,8
25031,C002817,2024-02-17,payment,Standard,19.99,True,9
25032,C002817,2024-03-18,payment,Standard,19.99,True,10
25033,C002817,2024-04-17,payment,Standard,19.99,True,11
25034,C002817,2024-05-17,payment,Standard,19.99,True,12
25035,C002817,2024-06-16,payment,Standard,19.99,True,13
25036,C002817,2024-07-16,payment,Standard,19.99,True,14
25037,C002817,2024-08-15,payment,Standard,19.99,True,15
25038,C002817,2024-09-14,payment,Standard,19.99,True,16
25039,C002817,2024-10-14,payment,Standard,19.99,True,17
25040,C002817,2024-11-13,payment,Standard,19.99,True,18
25041,C002817,2024-12-13,payment,Standard,19.99,True,19
25042,C002817,2025-01-12,payment,Standard,19.99,True,20
25043,C002817,2025-02-11,payment,Standard,19.99,True,21
25044,C002817,2025-03-13,payment,Standard,19.99,True,22
25045,C002817,2025-03-13,churn,Standard,0.0,False,22
25046,C002818,2022-02-04,payment,Standard,19.99,True,1
25047,C002818,2022-02-04,churn,Standard,0.0,False,1
25048,C002819,2022-03-31,payment,Standard,19.99,True,1
25049,C002819,2022-04-30,payment,Standard,19.99,True,2
25050,C002819,2022-04-30,churn,Standard,0.0,False,2
25051,C002820,2023-06-04,payment,Premium,39.99,True,1
25052,C002820,2023-07-04,payment,Premium,39.99,True,2
25053,C002820,2023-08-03,payment,Premium,39.99,True,3
25054,C002820,2023-09-02,payment,Premium,39.99,True,4
25055,C002820,2023-10-02,payment,Premium,39.99,True,5
25056,C002820,2023-11-01,payment,Premium,39.99,True,6
25057,C002820,2023-12-01,payment,Premium,39.99,True,7
25058,C002821,2022-06-15,payment,Standard,19.99,True,1
25059,C002821,2022-07-15,payment,Standard,19.99,True,2
25060,C002821,2022-08-14,payment,Standard,19.99,True,3
25061,C002821,2022-09-13,payment,Standard,19.99,True,4
25062,C002821,2022-10-13,payment,Standard,19.99,True,5
25063,C002821,2022-11-12,payment,Standard,19.99,True,6
25064,C002821,2022-11-12,churn,Standard,0.0,False,6
25065,C002822,2023-07-14,payment,Basic,9.99,True,1
25066,C002822,2023-08-13,payment,Basic,9.99,True,2
25067,C002822,2023-09-12,payment,Basic,9.99,True,3
25068,C002822,2023-10-12,payment,Basic,9.99,True,4
25069,C002822,2023-11-11,payment,Basic,9.99,True,5
25070,C002822,2023-12-11,payment,Basic,9.99,True,6
25071,C002822,2024-01-10,payment,Basic,9.99,True,7
25072,C002822,2024-02-09,payment,Basic,9.99,True,8
25073,C002822,2024-03-10,payment,Standard,19.99,True,9
25074,C002822,2024-04-09,payment,Standard,19.99,True,10
25075,C002822,2024-05-09,payment,Standard,19.99,True,11
25076,C002822,2024-06-08,payment,Standard,19.99,True,12
25077,C002822,2024-07-08,payment,Standard,19.99,True,13
25078,C002822,2024-08-07,payment,Standard,19.99,True,14
25079,C002822,2024-09-06,payment,Standard,19.99,True,15
25080,C002822,2024-10-06,payment,Standard,19.99,True,16
25081,C002822,2024-11-05,payment,Standard,19.99,True,17
25082,C002822,2024-12-05,payment,Standard,19.99,True,18
25083,C002822,2025-01-04,payment,Standard,19.99,True,19
25084,C002823,2023-08-20,payment,Basic,9.99,True,1
25085,C002823,2023-09-19,payment,Basic,9.99,True,2
25086,C002823,2023-10-19,payment,Basic,9.99,True,3
25087,C002823,2023-10-19,churn,Basic,0.0,False,3
25088,C002824,2022-11-04,payment,Basic,9.99,True,1
25089,C002824,2022-12-04,payment,Basic,9.99,True,2
25090,C002824,2023-01-03,payment,Basic,9.99,True,3
25091,C002824,2023-02-02,payment,Basic,9.99,True,4
25092,C002824,2023-03-04,payment,Basic,9.99,True,5
25093,C002824,2023-04-03,payment,Basic,9.99,True,6
25094,C002824,2023-05-03,payment,Basic,9.99,True,7
25095,C002824,2023-06-02,payment,Basic,9.99,True,8
25096,C002824,2023-07-02,payment,Basic,9.99,True,9
25097,C002824,2023-08-01,payment,Basic,9.99,True,10
25098,C002824,2023-08-31,payment,Basic,9.99,True,11
25099,C002824,2023-09-30,payment,Basic,9.99,True,12
25100,C002824,2023-10-30,payment,Basic,9.99,True,13
25101,C002825,2023-06-07,payment,Standard,19.99,True,1
25102,C002825,2023-07-07,payment,Standard,19.99,True,2
25103,C002825,2023-08-06,payment,Standard,19.99,True,3
25104,C002825,2023-09-05,payment,Standard,19.99,True,4
25105,C002825,2023-10-05,payment,Standard,19.99,True,5
25106,C002825,2023-11-04,payment,Standard,19.99,True,6
25107,C002825,2023-12-04,payment,Standard,19.99,True,7
25108,C002825,2024-01-03,payment,Standard,19.99,True,8
25109,C002825,2024-02-02,payment,Standard,19.99,True,9
25110,C002825,2024-03-03,payment,Standard,19.99,True,10
25111,C002825,2024-04-02,payment,Standard,19.99,True,11
25112,C002825,2024-05-02,payment,Standard,19.99,True,12
25113,C002825,2024-06-01,payment,Standard,19.99,True,13
25114,C002825,2024-07-01,payment,Standard,19.99,True,14
25115,C002825,2024-07-31,payment,Standard,19.99,True,15
25116,C002825,2024-08-30,payment,Standard,19.99,True,16
25117,C002825,2024-09-29,payment,Standard,19.99,True,17
25118,C002825,2024-10-29,payment,Standard,19.99,True,18
25119,C002825,2024-11-28,payment,Standard,19.99,True,19
25120,C002825,2024-12-28,payment,Standard,19.99,True,20
25121,C002825,2025-01-27,payment,Standard,19.99,True,21
25122,C002825,2025-02-26,payment,Standard,19.99,True,22
25123,C002825,2025-03-28,payment,Standard,19.99,True,23
25124,C002825,2025-04-27,payment,Standard,19.99,True,24
25125,C002825,2025-05-27,payment,Standard,19.99,True,25
25126,C002825,2025-06-26,payment,Standard,19.99,True,26
25127,C002825,2025-07-26,payment,Standard,19.99,True,27
25128,C002825,2025-08-25,payment,Standard,19.99,True,28
25129,C002825,2025-09-24,payment,Standard,19.99,True,29
25130,C002825,2025-10-24,payment,Standard,19.99,True,30
25131,C002825,2025-11-23,payment,Standard,19.99,True,31
25132,C002825,2025-12-23,payment,Standard,19.99,True,32
25133,C002825,2026-01-22,payment,Standard,19.99,True,33
25134,C002825,2026-02-21,payment,Standard,19.99,True,34
25135,C002825,2026-03-23,payment,Standard,19.99,True,35
25136,C002826,2022-01-10,payment,Basic,9.99,True,1
25137,C002826,2022-01-10,churn,Basic,0.0,False,1
25138,C002827,2022-08-07,payment,Basic,9.99,True,1
25139,C002827,2022-09-06,payment,Basic,9.99,True,2
25140,C002827,2022-10-06,payment,Basic,9.99,True,3
25141,C002827,2022-10-06,churn,Basic,0.0,False,3
25142,C002828,2022-06-26,payment,Standard,19.99,True,1
25143,C002828,2022-07-26,payment,Standard,19.99,True,2
25144,C002828,2022-08-25,payment,Standard,19.99,True,3
25145,C002828,2022-09-24,payment,Standard,19.99,True,4
25146,C002828,2022-10-24,payment,Standard,19.99,True,5
25147,C002828,2022-11-23,payment,Standard,19.99,True,6
25148,C002828,2022-12-23,payment,Standard,19.99,True,7
25149,C002828,2023-01-22,payment,Standard,19.99,True,8
25150,C002828,2023-02-21,payment,Standard,19.99,True,9
25151,C002828,2023-02-21,churn,Standard,0.0,False,9
25152,C002829,2023-11-15,payment,Basic,9.99,True,1
25153,C002829,2023-12-15,payment,Basic,9.99,True,2
25154,C002829,2023-12-15,churn,Basic,0.0,False,2
25155,C002830,2023-06-10,payment,Basic,9.99,True,1
25156,C002830,2023-07-10,payment,Basic,9.99,True,2
25157,C002830,2023-08-09,payment,Basic,9.99,True,3
25158,C002830,2023-09-08,payment,Basic,9.99,True,4
25159,C002830,2023-10-08,payment,Basic,9.99,True,5
25160,C002830,2023-11-07,payment,Basic,9.99,True,6
25161,C002830,2023-12-07,payment,Basic,9.99,True,7
25162,C002830,2024-01-06,payment,Basic,9.99,True,8
25163,C002830,2024-02-05,payment,Basic,9.99,True,9
25164,C002830,2024-03-06,payment,Basic,9.99,True,10
25165,C002830,2024-04-05,payment,Basic,9.99,True,11
25166,C002830,2024-05-05,payment,Basic,9.99,True,12
25167,C002830,2024-06-04,payment,Basic,9.99,True,13
25168,C002830,2024-07-04,payment,Basic,9.99,True,14
25169,C002830,2024-08-03,payment,Basic,9.99,True,15
25170,C002831,2023-01-06,payment,Basic,9.99,True,1
25171,C002831,2023-02-05,payment,Basic,9.99,True,2
25172,C002831,2023-03-07,payment,Basic,9.99,True,3
25173,C002831,2023-04-06,payment,Basic,9.99,True,4
25174,C002831,2023-05-06,payment,Basic,9.99,True,5
25175,C002831,2023-05-06,churn,Basic,0.0,False,5
25176,C002832,2022-11-25,payment,Standard,19.99,True,1
25177,C002832,2022-12-25,payment,Standard,19.99,True,2
25178,C002832,2023-01-24,payment,Standard,19.99,True,3
25179,C002832,2023-01-24,churn,Standard,0.0,False,3
25180,C002833,2023-04-06,payment,Basic,9.99,True,1
25181,C002834,2023-09-22,payment,Standard,19.99,True,1
25182,C002834,2023-10-22,payment,Standard,19.99,True,2
25183,C002834,2023-11-21,payment,Standard,19.99,True,3
25184,C002834,2023-11-21,churn,Standard,0.0,False,3
25185,C002835,2022-09-05,payment,Basic,9.99,True,1
25186,C002835,2022-09-05,churn,Basic,0.0,False,1
25187,C002836,2023-09-07,payment,Standard,19.99,True,1
25188,C002836,2023-09-07,churn,Standard,0.0,False,1
25189,C002837,2023-10-19,payment,Basic,9.99,True,1
25190,C002837,2023-11-18,payment,Basic,9.99,True,2
25191,C002837,2023-12-18,payment,Basic,9.99,True,3
25192,C002837,2023-12-18,churn,Basic,0.0,False,3
25193,C002838,2022-12-16,payment,Standard,19.99,True,1
25194,C002838,2022-12-16,churn,Standard,0.0,False,1
25195,C002839,2023-06-08,payment,Premium,39.99,True,1
25196,C002840,2023-07-28,payment,Standard,19.99,True,1
25197,C002840,2023-08-27,payment,Standard,19.99,True,2
25198,C002840,2023-09-26,payment,Standard,19.99,True,3
25199,C002840,2023-10-26,payment,Standard,19.99,True,4
25200,C002840,2023-11-25,payment,Standard,19.99,True,5
25201,C002840,2023-12-25,payment,Standard,19.99,True,6
25202,C002840,2024-01-24,payment,Standard,19.99,True,7
25203,C002840,2024-02-23,payment,Standard,19.99,True,8
25204,C002840,2024-02-23,churn,Standard,0.0,False,8
25205,C002841,2023-04-26,payment,Basic,9.99,True,1
25206,C002841,2023-05-26,payment,Basic,9.99,True,2
25207,C002841,2023-05-26,churn,Basic,0.0,False,2
25208,C002842,2023-06-14,payment,Basic,9.99,True,1
25209,C002842,2023-07-14,payment,Basic,9.99,True,2
25210,C002842,2023-08-13,payment,Basic,9.99,True,3
25211,C002842,2023-09-12,payment,Basic,9.99,True,4
25212,C002842,2023-09-12,churn,Basic,0.0,False,4
25213,C002843,2022-10-23,payment,Basic,9.99,True,1
25214,C002843,2022-10-23,churn,Basic,0.0,False,1
25215,C002844,2023-08-03,payment,Basic,9.99,True,1
25216,C002844,2023-09-02,payment,Basic,9.99,True,2
25217,C002844,2023-10-02,payment,Standard,19.99,True,3
25218,C002844,2023-11-01,payment,Standard,19.99,True,4
25219,C002844,2023-12-01,payment,Standard,19.99,True,5
25220,C002844,2023-12-31,payment,Standard,19.99,True,6
25221,C002844,2024-01-30,payment,Standard,19.99,True,7
25222,C002844,2024-02-29,payment,Standard,19.99,True,8
25223,C002844,2024-03-30,payment,Standard,19.99,True,9
25224,C002844,2024-04-29,payment,Standard,19.99,True,10
25225,C002844,2024-05-29,payment,Standard,19.99,True,11
25226,C002844,2024-06-28,payment,Standard,19.99,True,12
25227,C002844,2024-07-28,payment,Standard,19.99,True,13
25228,C002844,2024-08-27,payment,Standard,19.99,True,14
25229,C002844,2024-09-26,payment,Standard,19.99,True,15
25230,C002844,2024-10-26,payment,Standard,19.99,True,16
25231,C002844,2024-11-25,payment,Standard,19.99,True,17
25232,C002844,2024-12-25,payment,Standard,19.99,True,18
25233,C002844,2025-01-24,payment,Standard,19.99,True,19
25234,C002844,2025-02-23,payment,Standard,19.99,True,20
25235,C002844,2025-03-25,payment,Standard,19.99,True,21
25236,C002844,2025-04-24,payment,Standard,19.99,True,22
25237,C002844,2025-05-24,payment,Standard,19.99,True,23
25238,C002844,2025-06-23,payment,Standard,19.99,True,24
25239,C002844,2025-07-23,payment,Standard,19.99,True,25
25240,C002844,2025-08-22,payment,Standard,19.99,True,26
25241,C002844,2025-09-21,payment,Standard,19.99,True,27
25242,C002844,2025-10-21,payment,Standard,19.99,True,28
25243,C002844,2025-11-20,payment,Standard,19.99,True,29
25244,C002844,2025-12-20,payment,Standard,19.99,True,30
25245,C002844,2026-01-19,payment,Standard,19.99,True,31
25246,C002844,2026-02-18,payment,Standard,19.99,True,32
25247,C002844,2026-03-20,payment,Standard,19.99,True,33
25248,C002845,2023-11-24,payment,Standard,19.99,True,1
25249,C002845,2023-12-24,payment,Standard,19.99,True,2
25250,C002845,2024-01-23,payment,Standard,19.99,True,3
25251,C002845,2024-02-22,payment,Standard,19.99,True,4
25252,C002845,2024-03-23,payment,Standard,19.99,True,5
25253,C002845,2024-04-22,payment,Standard,19.99,True,6
25254,C002845,2024-05-22,payment,Standard,19.99,True,7
25255,C002845,2024-06-21,payment,Standard,19.99,False,8
25256,C002845,2024-06-21,churn,Standard,0.0,False,8
25257,C002846,2022-07-12,payment,Basic,9.99,True,1
25258,C002846,2022-08-11,payment,Basic,9.99,True,2
25259,C002846,2022-09-10,payment,Basic,9.99,True,3
25260,C002846,2022-10-10,payment,Basic,9.99,True,4
25261,C002846,2022-10-10,churn,Basic,0.0,False,4
25262,C002847,2022-07-14,payment,Standard,19.99,True,1
25263,C002847,2022-08-13,payment,Standard,19.99,True,2
25264,C002847,2022-09-12,payment,Standard,19.99,True,3
25265,C002847,2022-10-12,payment,Standard,19.99,True,4
25266,C002847,2022-11-11,payment,Standard,19.99,True,5
25267,C002847,2022-12-11,payment,Standard,19.99,True,6
25268,C002847,2023-01-10,payment,Standard,19.99,True,7
25269,C002847,2023-02-09,payment,Standard,19.99,True,8
25270,C002847,2023-02-09,churn,Standard,0.0,False,8
25271,C002848,2022-07-29,payment,Basic,9.99,True,1
25272,C002848,2022-07-29,churn,Basic,0.0,False,1
25273,C002849,2022-10-26,payment,Standard,19.99,True,1
25274,C002849,2022-11-25,payment,Standard,19.99,True,2
25275,C002849,2022-12-25,payment,Standard,19.99,True,3
25276,C002849,2023-01-24,payment,Standard,19.99,True,4
25277,C002849,2023-02-23,payment,Standard,19.99,True,5
25278,C002849,2023-03-25,payment,Standard,19.99,True,6
25279,C002849,2023-04-24,payment,Standard,19.99,True,7
25280,C002849,2023-05-24,payment,Standard,19.99,True,8
25281,C002849,2023-06-23,payment,Standard,19.99,True,9
25282,C002849,2023-07-23,payment,Standard,19.99,True,10
25283,C002849,2023-08-22,payment,Standard,19.99,True,11
25284,C002849,2023-09-21,payment,Standard,19.99,True,12
25285,C002849,2023-10-21,payment,Standard,19.99,True,13
25286,C002849,2023-11-20,payment,Standard,19.99,True,14
25287,C002849,2023-12-20,payment,Standard,19.99,True,15
25288,C002849,2024-01-19,payment,Standard,19.99,True,16
25289,C002849,2024-02-18,payment,Standard,19.99,True,17
25290,C002850,2022-07-07,payment,Basic,9.99,False,1
25291,C002850,2022-08-06,payment,Standard,19.99,True,2
25292,C002850,2022-09-05,payment,Standard,19.99,True,3
25293,C002850,2022-09-05,churn,Standard,0.0,False,3
25294,C002851,2022-10-05,payment,Basic,9.99,True,1
25295,C002851,2022-11-04,payment,Basic,9.99,True,2
25296,C002851,2022-12-04,payment,Basic,9.99,True,3
25297,C002851,2023-01-03,payment,Basic,9.99,True,4
25298,C002851,2023-02-02,payment,Basic,9.99,True,5
25299,C002851,2023-03-04,payment,Basic,9.99,True,6
25300,C002851,2023-04-03,payment,Basic,9.99,True,7
25301,C002851,2023-05-03,payment,Basic,9.99,True,8
25302,C002851,2023-06-02,payment,Basic,9.99,True,9
25303,C002851,2023-07-02,payment,Basic,9.99,True,10
25304,C002851,2023-08-01,payment,Basic,9.99,True,11
25305,C002851,2023-08-31,payment,Basic,9.99,True,12
25306,C002851,2023-09-30,payment,Basic,9.99,True,13
25307,C002851,2023-10-30,payment,Basic,9.99,True,14
25308,C002851,2023-11-29,payment,Basic,9.99,True,15
25309,C002851,2023-12-29,payment,Basic,9.99,True,16
25310,C002851,2024-01-28,payment,Basic,9.99,True,17
25311,C002851,2024-02-27,payment,Basic,9.99,True,18
25312,C002851,2024-03-28,payment,Basic,9.99,True,19
25313,C002851,2024-04-27,payment,Basic,9.99,True,20
25314,C002851,2024-05-27,payment,Basic,9.99,True,21
25315,C002851,2024-06-26,payment,Basic,9.99,True,22
25316,C002851,2024-07-26,payment,Basic,9.99,True,23
25317,C002851,2024-08-25,payment,Basic,9.99,True,24
25318,C002851,2024-09-24,payment,Basic,9.99,True,25
25319,C002851,2024-10-24,payment,Basic,9.99,True,26
25320,C002851,2024-11-23,payment,Basic,9.99,True,27
25321,C002851,2024-12-23,payment,Basic,9.99,True,28
25322,C002851,2025-01-22,payment,Basic,9.99,True,29
25323,C002851,2025-02-21,payment,Basic,9.99,True,30
25324,C002851,2025-03-23,payment,Basic,9.99,True,31
25325,C002851,2025-04-22,payment,Basic,9.99,True,32
25326,C002851,2025-05-22,payment,Basic,9.99,True,33
25327,C002851,2025-06-21,payment,Basic,9.99,True,34
25328,C002851,2025-07-21,payment,Basic,9.99,True,35
25329,C002851,2025-08-20,payment,Basic,9.99,True,36
25330,C002852,2022-03-15,payment,Basic,9.99,True,1
25331,C002852,2022-04-14,payment,Basic,9.99,True,2
25332,C002852,2022-05-14,payment,Basic,9.99,True,3
25333,C002852,2022-05-14,churn,Basic,0.0,False,3
25334,C002853,2022-01-04,payment,Premium,39.99,True,1
25335,C002853,2022-02-03,payment,Premium,39.99,True,2
25336,C002853,2022-03-05,payment,Premium,39.99,True,3
25337,C002853,2022-03-05,churn,Premium,0.0,False,3
25338,C002854,2023-07-18,payment,Standard,19.99,True,1
25339,C002854,2023-08-17,payment,Standard,19.99,True,2
25340,C002854,2023-08-17,churn,Standard,0.0,False,2
25341,C002855,2022-09-30,payment,Standard,19.99,True,1
25342,C002855,2022-10-30,payment,Standard,19.99,True,2
25343,C002855,2022-11-29,payment,Standard,19.99,True,3
25344,C002855,2022-11-29,churn,Standard,0.0,False,3
25345,C002856,2022-04-21,payment,Basic,9.99,True,1
25346,C002857,2022-05-06,payment,Premium,39.99,True,1
25347,C002857,2022-06-05,payment,Premium,39.99,True,2
25348,C002857,2022-07-05,payment,Premium,39.99,True,3
25349,C002857,2022-07-05,churn,Premium,0.0,False,3
25350,C002858,2022-10-12,payment,Basic,9.99,True,1
25351,C002858,2022-11-11,payment,Basic,9.99,True,2
25352,C002858,2022-12-11,payment,Basic,9.99,True,3
25353,C002858,2022-12-11,churn,Basic,0.0,False,3
25354,C002859,2023-03-10,payment,Standard,19.99,True,1
25355,C002859,2023-04-09,payment,Standard,19.99,True,2
25356,C002859,2023-05-09,payment,Standard,19.99,True,3
25357,C002859,2023-06-08,payment,Standard,19.99,True,4
25358,C002859,2023-07-08,payment,Standard,19.99,True,5
25359,C002859,2023-08-07,payment,Standard,19.99,True,6
25360,C002859,2023-09-06,payment,Standard,19.99,True,7
25361,C002859,2023-10-06,payment,Standard,19.99,True,8
25362,C002859,2023-11-05,payment,Standard,19.99,True,9
25363,C002859,2023-12-05,payment,Standard,19.99,True,10
25364,C002859,2023-12-05,churn,Standard,0.0,False,10
25365,C002860,2022-04-25,payment,Standard,19.99,False,1
25366,C002860,2022-05-25,payment,Standard,19.99,True,2
25367,C002860,2022-06-24,payment,Standard,19.99,True,3
25368,C002860,2022-07-24,payment,Standard,19.99,True,4
25369,C002860,2022-07-24,churn,Standard,0.0,False,4
25370,C002861,2022-09-04,payment,Standard,19.99,True,1
25371,C002861,2022-10-04,payment,Standard,19.99,True,2
25372,C002861,2022-10-04,churn,Standard,0.0,False,2
25373,C002862,2022-12-29,payment,Standard,19.99,True,1
25374,C002862,2023-01-28,payment,Standard,19.99,True,2
25375,C002862,2023-02-27,payment,Standard,19.99,True,3
25376,C002862,2023-03-29,payment,Standard,19.99,True,4
25377,C002862,2023-04-28,payment,Standard,19.99,True,5
25378,C002862,2023-05-28,payment,Standard,19.99,True,6
25379,C002862,2023-06-27,payment,Standard,19.99,True,7
25380,C002862,2023-07-27,payment,Standard,19.99,True,8
25381,C002862,2023-08-26,payment,Standard,19.99,True,9
25382,C002862,2023-09-25,payment,Standard,19.99,True,10
25383,C002862,2023-10-25,payment,Standard,19.99,True,11
25384,C002862,2023-11-24,payment,Standard,19.99,True,12
25385,C002862,2023-12-24,payment,Standard,19.99,True,13
25386,C002862,2024-01-23,payment,Standard,19.99,True,14
25387,C002862,2024-02-22,payment,Standard,19.99,True,15
25388,C002863,2022-06-25,payment,Standard,19.99,True,1
25389,C002864,2023-08-08,payment,Premium,39.99,True,1
25390,C002864,2023-09-07,payment,Premium,39.99,True,2
25391,C002864,2023-10-07,payment,Premium,39.99,True,3
25392,C002864,2023-11-06,payment,Premium,39.99,True,4
25393,C002864,2023-12-06,payment,Premium,39.99,True,5
25394,C002864,2024-01-05,payment,Premium,39.99,True,6
25395,C002864,2024-02-04,payment,Premium,39.99,True,7
25396,C002864,2024-03-05,payment,Standard,19.99,True,8
25397,C002864,2024-04-04,payment,Standard,19.99,True,9
25398,C002865,2022-04-08,payment,Basic,9.99,True,1
25399,C002865,2022-05-08,payment,Basic,9.99,True,2
25400,C002865,2022-06-07,payment,Basic,9.99,False,3
25401,C002865,2022-06-07,churn,Basic,0.0,False,3
25402,C002866,2022-06-19,payment,Basic,9.99,True,1
25403,C002866,2022-07-19,payment,Standard,19.99,True,2
25404,C002866,2022-08-18,payment,Standard,19.99,True,3
25405,C002866,2022-09-17,payment,Standard,19.99,True,4
25406,C002866,2022-10-17,payment,Standard,19.99,True,5
25407,C002866,2022-11-16,payment,Standard,19.99,True,6
25408,C002866,2022-12-16,payment,Standard,19.99,True,7
25409,C002866,2023-01-15,payment,Standard,19.99,True,8
25410,C002866,2023-02-14,payment,Standard,19.99,True,9
25411,C002866,2023-03-16,payment,Standard,19.99,True,10
25412,C002866,2023-04-15,payment,Standard,19.99,True,11
25413,C002866,2023-05-15,payment,Standard,19.99,True,12
25414,C002866,2023-06-14,payment,Standard,19.99,True,13
25415,C002866,2023-07-14,payment,Standard,19.99,True,14
25416,C002866,2023-08-13,payment,Standard,19.99,True,15
25417,C002866,2023-09-12,payment,Standard,19.99,True,16
25418,C002866,2023-09-12,churn,Standard,0.0,False,16
25419,C002867,2023-11-19,payment,Premium,39.99,True,1
25420,C002867,2023-12-19,payment,Premium,39.99,True,2
25421,C002867,2024-01-18,payment,Premium,39.99,True,3
25422,C002867,2024-02-17,payment,Premium,39.99,True,4
25423,C002867,2024-03-18,payment,Premium,39.99,True,5
25424,C002867,2024-04-17,payment,Premium,39.99,True,6
25425,C002867,2024-05-17,payment,Premium,39.99,True,7
25426,C002867,2024-06-16,payment,Premium,39.99,True,8
25427,C002867,2024-07-16,payment,Premium,39.99,True,9
25428,C002867,2024-08-15,payment,Premium,39.99,True,10
25429,C002867,2024-09-14,payment,Premium,39.99,True,11
25430,C002867,2024-10-14,payment,Premium,39.99,True,12
25431,C002867,2024-11-13,payment,Premium,39.99,True,13
25432,C002867,2024-12-13,payment,Premium,39.99,True,14
25433,C002867,2025-01-12,payment,Premium,39.99,True,15
25434,C002867,2025-02-11,payment,Premium,39.99,True,16
25435,C002867,2025-03-13,payment,Premium,39.99,True,17
25436,C002867,2025-03-13,churn,Premium,0.0,False,17
25437,C002868,2022-08-07,payment,Basic,9.99,True,1
25438,C002868,2022-09-06,payment,Basic,9.99,True,2
25439,C002868,2022-09-06,churn,Basic,0.0,False,2
25440,C002869,2023-03-30,payment,Basic,9.99,True,1
25441,C002869,2023-03-30,churn,Basic,0.0,False,1
25442,C002870,2022-01-24,payment,Basic,9.99,True,1
25443,C002870,2022-02-23,payment,Basic,9.99,True,2
25444,C002870,2022-03-25,payment,Basic,9.99,True,3
25445,C002870,2022-04-24,payment,Basic,9.99,True,4
25446,C002870,2022-05-24,payment,Basic,9.99,True,5
25447,C002870,2022-06-23,payment,Basic,9.99,True,6
25448,C002870,2022-07-23,payment,Basic,9.99,True,7
25449,C002870,2022-07-23,churn,Basic,0.0,False,7
25450,C002871,2023-03-24,payment,Basic,9.99,True,1
25451,C002871,2023-04-23,payment,Basic,9.99,True,2
25452,C002871,2023-05-23,payment,Basic,9.99,True,3
25453,C002871,2023-06-22,payment,Basic,9.99,True,4
25454,C002871,2023-07-22,payment,Basic,9.99,True,5
25455,C002871,2023-08-21,payment,Basic,9.99,True,6
25456,C002871,2023-09-20,payment,Basic,9.99,True,7
25457,C002871,2023-10-20,payment,Basic,9.99,True,8
25458,C002871,2023-11-19,payment,Basic,9.99,True,9
25459,C002871,2023-12-19,payment,Basic,9.99,True,10
25460,C002871,2024-01-18,payment,Basic,9.99,True,11
25461,C002871,2024-02-17,payment,Basic,9.99,True,12
25462,C002871,2024-03-18,payment,Basic,9.99,True,13
25463,C002871,2024-04-17,payment,Basic,9.99,True,14
25464,C002871,2024-05-17,payment,Basic,9.99,False,15
25465,C002871,2024-06-16,payment,Basic,9.99,True,16
25466,C002871,2024-07-16,payment,Basic,9.99,False,17
25467,C002871,2024-07-16,churn,Basic,0.0,False,17
25468,C002872,2023-02-02,payment,Basic,9.99,True,1
25469,C002872,2023-03-04,payment,Basic,9.99,True,2
25470,C002872,2023-04-03,payment,Basic,9.99,True,3
25471,C002872,2023-04-03,churn,Basic,0.0,False,3
25472,C002873,2023-09-08,payment,Basic,9.99,True,1
25473,C002873,2023-10-08,payment,Basic,9.99,True,2
25474,C002873,2023-11-07,payment,Basic,9.99,True,3
25475,C002874,2022-08-12,payment,Basic,9.99,True,1
25476,C002874,2022-09-11,payment,Basic,9.99,True,2
25477,C002874,2022-10-11,payment,Basic,9.99,True,3
25478,C002874,2022-11-10,payment,Basic,9.99,True,4
25479,C002874,2022-12-10,payment,Basic,9.99,True,5
25480,C002874,2023-01-09,payment,Basic,9.99,True,6
25481,C002874,2023-01-09,churn,Basic,0.0,False,6
25482,C002875,2022-08-25,payment,Basic,9.99,True,1
25483,C002875,2022-08-25,churn,Basic,0.0,False,1
25484,C002876,2023-07-31,payment,Basic,9.99,True,1
25485,C002877,2023-02-03,payment,Basic,9.99,True,1
25486,C002877,2023-02-03,churn,Basic,0.0,False,1
25487,C002878,2023-04-02,payment,Basic,9.99,True,1
25488,C002878,2023-05-02,payment,Basic,9.99,True,2
25489,C002878,2023-06-01,payment,Basic,9.99,True,3
25490,C002878,2023-07-01,payment,Basic,9.99,True,4
25491,C002878,2023-07-31,payment,Basic,9.99,True,5
25492,C002878,2023-08-30,payment,Basic,9.99,True,6
25493,C002878,2023-09-29,payment,Basic,9.99,True,7
25494,C002878,2023-10-29,payment,Basic,9.99,True,8
25495,C002878,2023-11-28,payment,Basic,9.99,True,9
25496,C002878,2023-12-28,payment,Standard,19.99,True,10
25497,C002878,2024-01-27,payment,Standard,19.99,True,11
25498,C002878,2024-02-26,payment,Standard,19.99,True,12
25499,C002878,2024-03-27,payment,Standard,19.99,True,13
25500,C002879,2023-01-11,payment,Basic,9.99,True,1
25501,C002879,2023-02-10,payment,Basic,9.99,True,2
25502,C002879,2023-03-12,payment,Basic,9.99,True,3
25503,C002879,2023-04-11,payment,Basic,9.99,True,4
25504,C002879,2023-05-11,payment,Basic,9.99,True,5
