customer_id,signup_date,acquisition_channel,cac,initial_plan,age,country,churned,ltv
C001624,2022-12-03,Email,55.17,Basic,54,US,1,39.96
C001625,2022-04-04,Social Media,62.31,Premium,40,Australia,1,39.99
C001626,2022-11-01,Referral,44.52,Standard,29,Germany,0,479.76
C001627,2022-09-13,Paid Search,113.0,Standard,47,Germany,1,19.99
C001628,2023-11-06,Paid Search,98.9,Basic,62,US,1,109.89
C001629,2022-09-03,Paid Search,69.16,Standard,36,Australia,1,79.96
C001630,2022-03-10,Affiliate,49.06,Premium,49,Germany,1,239.94
C001631,2023-07-21,Organic,29.91,Basic,24,France,0,9.99
C001632,2022-11-30,Referral,38.04,Basic,50,US,1,19.98
C001633,2023-04-19,Organic,11.46,Standard,65,Germany,1,119.94
C001634,2023-01-26,Social Media,67.3,Premium,43,US,0,759.69
C001635,2022-01-11,Social Media,35.73,Premium,38,Australia,1,239.94
C001636,2023-04-21,Referral,38.45,Basic,60,UK,1,49.95
C001637,2023-03-25,Paid Search,82.96,Basic,28,UK,1,9.99
C001638,2022-01-19,Email,24.02,Basic,52,Australia,0,99.9
C001639,2023-02-05,Paid Search,55.43,Standard,61,Canada,1,19.99
C001640,2022-06-07,Referral,34.32,Basic,20,Australia,0,509.71
C001641,2023-06-30,Paid Search,80.94,Basic,58,France,1,9.99
C001642,2023-10-19,Affiliate,48.66,Premium,42,Australia,1,39.99
C001643,2022-11-12,Referral,22.1,Basic,42,UK,1,39.96
C001644,2022-09-13,Social Media,75.44,Basic,19,Germany,1,0.0
C001645,2022-01-29,Organic,16.74,Basic,60,US,1,39.96
C001646,2022-08-14,Organic,25.94,Standard,28,Australia,0,59.97
C001647,2022-06-21,Organic,18.31,Basic,38,Canada,1,29.97
C001648,2023-07-30,Affiliate,27.58,Basic,52,Germany,1,9.99
C001649,2023-03-15,Organic,14.65,Basic,38,UK,0,239.86
C001650,2022-01-16,Referral,46.16,Basic,31,Germany,1,29.97
C001651,2022-08-14,Organic,23.16,Basic,57,Canada,1,9.99
C001652,2022-02-14,Organic,27.71,Basic,56,Germany,1,9.99
C001653,2022-04-15,Affiliate,41.45,Premium,54,UK,0,279.93
C001654,2022-09-15,Organic,22.0,Premium,62,Germany,1,479.88
C001655,2023-11-26,Affiliate,25.32,Basic,62,Canada,1,9.99
C001656,2023-11-14,Referral,22.7,Basic,55,Germany,1,9.99
C001657,2023-01-27,Email,45.62,Basic,55,Australia,0,409.72
C001658,2022-01-14,Paid Search,51.48,Standard,25,Canada,0,239.88
C001659,2022-08-31,Affiliate,37.14,Basic,23,US,1,29.97
C001660,2022-05-21,Social Media,54.94,Basic,42,UK,1,69.93
C001661,2023-10-20,Organic,14.76,Standard,46,Australia,1,79.96
C001662,2022-12-03,Paid Search,69.47,Standard,20,France,0,119.94
C001663,2023-03-01,Affiliate,52.51,Standard,32,Australia,0,719.64
C001664,2022-12-06,Social Media,42.11,Standard,60,UK,0,579.71
C001665,2022-08-16,Email,54.91,Standard,29,Germany,1,119.94
C001666,2023-10-07,Organic,11.29,Basic,30,US,1,19.98
C001667,2023-10-12,Paid Search,115.68,Basic,29,France,1,159.84
C001668,2023-07-17,Paid Search,66.54,Basic,64,Germany,1,159.85
C001669,2022-11-15,Paid Search,100.52,Basic,29,France,1,19.98
C001670,2022-09-12,Social Media,44.27,Basic,58,UK,1,9.99
C001671,2022-10-06,Referral,23.2,Premium,43,Germany,0,359.91
C001672,2022-06-21,Referral,37.66,Standard,65,Germany,1,179.91
C001673,2022-06-09,Referral,20.79,Basic,23,Canada,1,9.99
C001674,2023-09-02,Email,26.11,Standard,34,Germany,1,39.98
C001675,2023-04-20,Social Media,52.68,Basic,56,Germany,1,9.99
C001676,2022-03-15,Social Media,36.83,Basic,27,UK,1,9.99
C001677,2022-01-05,Organic,27.23,Standard,41,Germany,1,99.95
C001678,2023-02-19,Referral,57.61,Premium,41,Germany,1,39.99
C001679,2023-05-17,Social Media,62.05,Standard,44,US,0,99.95
C001680,2022-05-08,Referral,57.29,Basic,45,Canada,1,99.9
C001681,2022-12-23,Email,48.37,Standard,41,Australia,1,19.99
C001682,2022-03-01,Affiliate,35.41,Basic,33,UK,1,49.95
C001683,2023-05-05,Organic,28.43,Basic,63,Australia,1,149.9
C001684,2022-01-29,Affiliate,46.63,Basic,56,Germany,1,9.99
C001685,2023-11-29,Paid Search,67.8,Standard,60,UK,0,459.77
C001686,2022-01-13,Organic,25.42,Standard,42,Germany,0,339.83
C001687,2023-08-24,Organic,20.37,Basic,45,UK,1,69.93
C001688,2023-03-14,Social Media,64.59,Standard,52,Australia,1,19.99
C001689,2023-01-27,Email,32.32,Basic,64,US,1,0.0
C001690,2022-04-22,Affiliate,42.9,Standard,27,Canada,1,19.99
C001691,2022-08-03,Affiliate,35.92,Basic,28,Germany,1,119.88
C001692,2022-01-02,Organic,11.4,Standard,51,Germany,1,39.98
C001693,2023-11-02,Social Media,66.65,Basic,41,UK,1,109.89
C001694,2022-05-18,Paid Search,84.05,Standard,25,Germany,1,159.92
C001695,2023-08-04,Paid Search,62.99,Basic,29,UK,1,9.99
C001696,2022-09-23,Referral,37.63,Premium,24,Australia,1,679.83
C001697,2022-06-20,Organic,15.86,Basic,35,US,1,29.97
C001698,2022-12-17,Organic,21.71,Basic,61,US,0,309.69
C001699,2022-01-10,Organic,15.32,Premium,60,France,1,199.95
C001700,2022-02-12,Organic,14.22,Standard,42,France,0,459.77
C001701,2023-06-17,Social Media,76.61,Basic,39,France,1,49.97
C001702,2023-03-16,Social Media,48.54,Premium,38,UK,1,239.94
C001703,2023-01-05,Affiliate,35.94,Standard,40,Canada,0,139.93
C001704,2022-04-13,Organic,19.14,Standard,64,UK,1,19.99
C001705,2022-01-27,Email,24.92,Standard,62,UK,1,79.96
C001706,2023-01-13,Referral,44.73,Standard,48,France,1,119.94
C001707,2023-02-28,Affiliate,27.52,Premium,38,US,1,39.99
C001708,2023-10-11,Social Media,73.67,Premium,65,Canada,1,359.91
C001709,2023-11-26,Referral,29.34,Basic,65,France,1,19.98
C001710,2022-03-25,Social Media,51.4,Premium,48,Australia,1,119.97
C001711,2022-04-13,Affiliate,35.39,Standard,63,UK,1,239.88
C001712,2023-06-17,Email,51.39,Standard,20,UK,1,79.96
C001713,2023-05-25,Organic,16.03,Standard,53,Germany,0,299.85
C001714,2022-06-22,Referral,58.2,Basic,52,UK,0,199.8
C001715,2022-09-07,Paid Search,61.93,Premium,62,US,1,879.78
C001716,2022-04-19,Referral,59.73,Basic,38,Germany,0,59.94
C001717,2022-10-15,Paid Search,100.34,Standard,60,US,1,19.99
C001718,2023-11-13,Paid Search,114.59,Standard,49,US,1,299.85
C001719,2022-12-07,Paid Search,115.22,Standard,56,US,1,39.98
C001720,2023-10-22,Social Media,48.85,Standard,65,Australia,1,19.99
C001721,2023-01-26,Affiliate,45.68,Standard,45,UK,1,59.97
C001722,2022-08-17,Social Media,35.78,Basic,23,Canada,1,339.77
C001723,2023-08-30,Paid Search,102.12,Basic,41,UK,1,69.93
C001724,2022-11-17,Referral,43.08,Basic,21,France,1,19.98
C001725,2023-07-03,Paid Search,109.3,Premium,38,Canada,0,39.99
C001726,2023-11-27,Paid Search,86.38,Standard,32,US,1,299.85
C001727,2023-02-09,Organic,20.77,Basic,27,Canada,1,39.96
C001728,2022-08-13,Referral,47.2,Basic,36,UK,0,299.7
C001729,2023-11-13,Affiliate,21.37,Basic,50,Australia,1,9.99
C001730,2022-05-07,Social Media,79.84,Standard,48,Australia,1,19.99
C001731,2022-08-09,Referral,31.66,Premium,21,Canada,1,79.98
C001732,2022-06-06,Affiliate,28.42,Standard,32,Australia,1,19.99
C001733,2022-02-23,Paid Search,109.97,Standard,37,Australia,0,59.97
C001734,2022-06-13,Organic,20.96,Basic,61,Germany,0,139.89
C001735,2022-12-23,Referral,35.64,Standard,36,Canada,1,79.96
C001736,2022-07-19,Affiliate,54.25,Basic,26,Canada,0,299.82
C001737,2023-08-18,Organic,27.0,Standard,47,Australia,0,579.71
C001738,2022-06-17,Email,25.5,Standard,36,UK,1,99.95
C001739,2022-08-03,Paid Search,106.31,Basic,59,US,1,239.8
C001740,2023-01-06,Affiliate,54.25,Basic,27,Germany,1,29.97
C001741,2023-03-14,Affiliate,53.67,Premium,24,Canada,1,199.95
C001742,2023-05-01,Paid Search,116.15,Basic,50,Australia,1,139.86
C001743,2022-12-13,Email,37.35,Basic,64,Germany,1,99.9
C001744,2022-09-08,Organic,12.38,Basic,37,Australia,0,29.97
C001745,2023-09-03,Paid Search,95.7,Basic,62,Australia,1,359.79
C001746,2023-11-06,Organic,25.55,Premium,59,Germany,1,199.95
C001747,2022-10-09,Affiliate,46.13,Basic,25,US,1,29.97
C001748,2022-03-26,Organic,19.78,Standard,50,UK,1,39.98
C001749,2022-01-24,Email,42.92,Standard,35,Australia,1,99.95
C001750,2022-04-07,Email,27.24,Basic,59,Australia,1,19.98
C001751,2023-03-21,Social Media,58.57,Basic,22,Australia,1,39.96
C001752,2023-07-05,Paid Search,78.37,Standard,43,France,1,39.98
C001753,2023-07-04,Email,39.54,Standard,55,France,1,319.84
C001754,2023-10-30,Organic,25.07,Basic,60,US,1,49.95
C001755,2022-07-05,Email,47.81,Basic,46,Canada,0,9.99
C001756,2022-05-06,Organic,12.58,Basic,28,US,0,209.89
C001757,2023-07-30,Social Media,72.57,Basic,25,France,1,49.95
C001758,2022-11-02,Social Media,78.31,Basic,60,US,0,229.77
C001759,2022-09-12,Social Media,32.31,Premium,36,Australia,1,759.81
C001760,2023-07-01,Referral,25.59,Basic,38,France,1,9.99
C001761,2022-12-27,Email,41.53,Basic,24,Australia,1,29.97
C001762,2022-02-15,Paid Search,52.57,Basic,31,UK,1,29.97
C001763,2023-09-09,Email,28.64,Basic,26,Australia,1,39.96
C001764,2023-09-30,Referral,22.97,Basic,42,Australia,0,349.65
C001765,2022-06-17,Referral,38.24,Premium,61,Germany,1,39.99
C001766,2022-05-27,Email,28.15,Standard,35,Australia,0,279.86
C001767,2023-10-24,Paid Search,100.01,Standard,59,France,0,139.93
C001768,2023-09-12,Paid Search,79.38,Basic,45,Germany,1,9.99
C001769,2022-01-27,Email,29.9,Basic,52,US,0,279.72
C001770,2023-12-02,Email,36.27,Basic,23,Canada,1,29.97
C001771,2022-12-08,Social Media,37.32,Standard,35,US,0,39.98
C001772,2022-04-11,Referral,59.18,Basic,24,US,1,9.99
C001773,2022-06-29,Email,49.13,Basic,49,US,1,39.96
C001774,2023-06-26,Social Media,65.02,Premium,53,Canada,0,159.96
C001775,2023-09-15,Organic,27.93,Basic,42,UK,0,9.99
C001776,2022-12-20,Affiliate,47.11,Standard,53,France,1,59.97
C001777,2023-02-17,Referral,43.69,Basic,61,France,1,19.98
C001778,2022-06-09,Affiliate,25.05,Basic,65,Canada,1,79.93
C001779,2022-02-24,Affiliate,45.57,Basic,33,Australia,1,39.96
C001780,2023-09-16,Referral,48.27,Basic,40,Germany,0,249.75
C001781,2023-05-30,Social Media,43.79,Basic,63,UK,0,159.84
C001782,2022-11-09,Affiliate,54.32,Premium,44,Canada,0,159.96
C001783,2022-04-03,Affiliate,23.18,Standard,23,UK,1,19.99
C001784,2023-08-13,Organic,11.69,Basic,49,US,0,259.74
C001785,2023-03-11,Affiliate,40.35,Standard,48,Germany,1,139.93
C001786,2023-06-12,Affiliate,59.92,Premium,62,US,1,159.96
C001787,2023-02-20,Organic,22.33,Premium,65,US,1,239.94
C001788,2023-03-12,Affiliate,41.37,Basic,65,Australia,1,19.98
C001789,2023-06-25,Affiliate,44.37,Standard,28,Australia,1,79.96
C001790,2023-06-21,Paid Search,62.24,Basic,26,France,1,169.83
C001791,2022-12-28,Organic,18.45,Basic,41,US,0,159.84
C001792,2022-12-13,Affiliate,29.99,Standard,25,Canada,0,479.76
C001793,2022-11-03,Referral,31.74,Basic,65,Australia,1,19.98
C001794,2023-08-06,Referral,28.7,Basic,59,France,1,29.97
C001795,2022-02-06,Referral,55.7,Standard,21,Canada,1,19.99
C001796,2022-01-07,Email,38.41,Basic,24,US,1,9.99
C001797,2022-12-25,Affiliate,27.45,Basic,24,Germany,1,39.96
C001798,2023-05-19,Paid Search,55.93,Standard,27,Germany,1,199.9
C001799,2022-05-07,Referral,20.28,Standard,34,UK,0,659.67
C001800,2023-04-27,Referral,34.97,Basic,29,France,1,59.94
C001801,2022-10-03,Organic,29.79,Standard,46,UK,1,79.96
C001802,2022-05-24,Social Media,67.35,Basic,63,UK,1,159.84
C001803,2022-04-24,Paid Search,69.94,Basic,44,Australia,1,69.93
C001804,2022-12-06,Organic,13.21,Basic,48,Australia,1,9.99
C001805,2022-09-30,Organic,18.42,Standard,61,Australia,1,219.89
C001806,2022-05-11,Social Media,67.55,Standard,43,France,0,659.67
C001807,2023-02-03,Paid Search,57.68,Basic,19,UK,0,129.93
C001808,2022-06-09,Social Media,55.0,Standard,33,US,0,319.84
C001809,2023-11-26,Social Media,51.48,Standard,18,Germany,0,479.76
C001810,2023-05-07,Social Media,44.11,Basic,45,UK,1,99.9
C001811,2023-09-25,Paid Search,101.05,Basic,35,US,1,29.97
C001812,2022-09-27,Affiliate,29.89,Standard,30,Germany,1,19.99
C001813,2022-04-16,Affiliate,49.22,Standard,30,France,1,319.84
C001814,2023-10-07,Affiliate,25.95,Basic,43,US,1,69.93
C001815,2022-10-08,Paid Search,115.04,Basic,57,UK,0,159.84
C001816,2022-04-04,Organic,17.61,Standard,62,Australia,1,39.98
C001817,2022-08-25,Paid Search,73.53,Basic,50,Germany,1,19.98
C001818,2023-10-22,Organic,16.09,Basic,35,Canada,1,19.98
C001819,2023-03-05,Paid Search,72.39,Basic,20,US,0,19.98
C001820,2022-02-23,Affiliate,49.79,Basic,48,Canada,0,409.66
C001821,2023-09-14,Organic,18.62,Basic,49,Canada,0,249.85
C001822,2022-12-09,Social Media,35.58,Standard,61,France,1,99.95
C001823,2022-05-14,Social Media,48.03,Standard,65,France,1,199.9
C001824,2023-06-26,Email,34.86,Standard,31,France,1,199.9
C001825,2023-01-29,Organic,27.74,Basic,65,France,1,49.95
C001826,2022-05-04,Organic,21.73,Premium,59,UK,1,439.89
C001827,2022-07-17,Affiliate,37.83,Basic,52,France,1,119.9
C001828,2022-12-18,Social Media,66.27,Premium,30,France,1,639.84
C001829,2022-06-07,Organic,12.56,Basic,63,Canada,1,139.86
C001830,2023-07-28,Social Media,74.75,Basic,63,US,1,79.94
C001831,2023-03-23,Organic,19.66,Standard,50,US,0,639.68
C001832,2022-06-20,Email,30.97,Premium,36,US,1,39.99
C001833,2023-08-03,Organic,25.89,Standard,65,Germany,1,379.81
C001834,2023-05-22,Affiliate,41.3,Standard,22,UK,1,199.9
C001835,2023-03-25,Email,35.37,Standard,43,France,1,279.86
C001836,2022-10-06,Paid Search,62.88,Basic,31,France,1,9.99
C001837,2022-01-10,Email,38.22,Standard,51,Canada,0,679.66
C001838,2022-11-07,Paid Search,70.75,Basic,25,UK,1,69.93
C001839,2022-08-18,Organic,20.67,Basic,58,UK,1,149.85
C001840,2022-10-12,Paid Search,68.93,Standard,59,UK,1,39.98
C001841,2022-08-04,Email,24.65,Standard,58,France,0,359.82
C001842,2023-01-13,Social Media,34.16,Standard,53,Canada,1,199.9
C001843,2022-05-17,Referral,55.93,Basic,21,Australia,0,9.99
C001844,2022-01-11,Social Media,40.96,Premium,29,Canada,1,39.99
C001845,2022-01-17,Email,46.29,Premium,55,US,1,119.97
C001846,2023-01-27,Affiliate,30.29,Standard,56,France,0,479.76
C001847,2022-07-31,Referral,28.83,Basic,55,Australia,1,29.97
C001848,2023-02-09,Paid Search,81.22,Standard,45,Canada,1,19.99
C001849,2022-06-01,Referral,23.75,Basic,29,UK,1,49.95
C001850,2022-07-13,Email,39.62,Standard,59,Canada,0,39.98
C001851,2022-01-22,Social Media,38.15,Basic,43,Australia,1,19.98
C001852,2023-09-15,Paid Search,54.86,Basic,33,Germany,0,89.91
C001853,2023-10-23,Referral,24.01,Standard,64,US,1,19.99
C001854,2023-09-10,Organic,17.56,Basic,18,Australia,1,119.88
C001855,2022-02-14,Paid Search,67.38,Basic,27,Australia,0,109.89
C001856,2023-09-07,Organic,25.85,Basic,24,France,1,9.99
C001857,2022-12-13,Affiliate,23.4,Basic,54,Germany,1,39.96
C001858,2022-06-17,Social Media,46.59,Basic,21,France,1,59.94
C001859,2022-10-01,Affiliate,41.74,Basic,20,US,1,9.99
C001860,2023-07-12,Social Media,35.13,Premium,44,UK,1,279.93
C001861,2022-01-02,Paid Search,51.68,Basic,27,Canada,1,319.83
C001862,2023-11-03,Social Media,41.29,Premium,42,Australia,1,399.9
C001863,2022-04-26,Referral,26.78,Basic,24,Canada,1,9.99
C001864,2023-01-01,Organic,22.31,Basic,23,US,1,19.98
C001865,2023-09-12,Paid Search,62.46,Standard,56,UK,1,179.91
C001866,2023-11-27,Referral,26.01,Standard,37,France,0,699.65
C001867,2022-10-21,Social Media,73.77,Basic,49,Australia,0,9.99
C001868,2023-01-13,Social Media,70.54,Standard,22,US,0,19.99
C001869,2022-06-02,Affiliate,25.86,Basic,46,Australia,1,69.93
C001870,2023-05-05,Organic,12.26,Basic,64,Canada,1,19.98
C001871,2022-05-29,Organic,16.46,Basic,42,Canada,1,9.99
C001872,2022-11-23,Referral,36.95,Standard,44,France,1,119.94
C001873,2023-10-14,Social Media,36.91,Premium,33,Germany,1,279.93
C001874,2023-03-05,Email,39.88,Standard,52,France,0,259.87
C001875,2022-08-24,Referral,23.34,Standard,51,France,1,59.97
C001876,2022-08-13,Affiliate,23.49,Basic,31,US,0,169.83
C001877,2023-01-07,Email,38.96,Basic,25,US,1,29.97
C001878,2022-12-24,Social Media,72.44,Premium,26,Canada,0,319.92
C001879,2023-04-17,Paid Search,108.47,Standard,44,UK,1,179.91
C001880,2022-08-04,Paid Search,53.91,Basic,62,Australia,1,39.96
C001881,2022-05-27,Referral,49.32,Standard,45,Canada,1,39.98
C001882,2022-02-25,Affiliate,24.24,Standard,48,France,1,139.93
C001883,2022-06-11,Organic,12.94,Basic,33,US,1,129.91
C001884,2022-01-13,Email,53.24,Basic,29,Germany,1,9.99
C001885,2022-05-24,Affiliate,41.1,Premium,48,Germany,1,39.99
C001886,2022-12-12,Referral,51.26,Standard,36,US,1,39.98
C001887,2022-06-09,Organic,27.62,Basic,29,France,1,429.76
C001888,2022-06-14,Organic,17.93,Basic,47,France,1,19.98
C001889,2022-09-22,Email,40.07,Standard,45,UK,0,239.88
C001890,2022-10-06,Organic,20.43,Premium,26,Australia,1,159.96
C001891,2022-08-05,Referral,44.76,Basic,29,Australia,0,299.74
C001892,2023-07-27,Email,53.67,Standard,47,Germany,0,259.87
C001893,2022-11-17,Affiliate,45.68,Standard,28,US,1,39.98
C001894,2023-01-16,Affiliate,36.97,Basic,24,US,1,99.9
C001895,2023-01-07,Email,51.15,Basic,33,Canada,1,19.98
C001896,2022-06-16,Email,24.26,Basic,18,Canada,1,9.99
C001897,2022-07-12,Email,28.07,Premium,33,Canada,0,239.94
C001898,2022-03-29,Email,42.59,Standard,48,US,1,19.99
C001899,2022-02-19,Social Media,34.66,Basic,40,Canada,1,19.98
C001900,2023-02-12,Email,27.8,Standard,64,Canada,0,299.85
C001901,2022-05-13,Affiliate,46.99,Basic,65,France,0,9.99
C001902,2022-04-14,Email,52.3,Basic,55,Germany,1,49.95
C001903,2023-05-04,Email,54.75,Basic,28,UK,0,249.75
C001904,2023-11-30,Referral,23.15,Standard,63,UK,1,179.91
C001905,2022-08-09,Affiliate,46.17,Standard,28,France,1,19.99
C001906,2023-06-13,Affiliate,44.35,Standard,39,Germany,0,319.84
C001907,2022-05-15,Social Media,44.54,Standard,45,US,1,39.98
C001908,2023-12-01,Referral,29.56,Premium,56,US,1,199.95
C001909,2022-06-06,Email,45.11,Basic,18,UK,1,99.9
C001910,2022-11-13,Email,54.7,Standard,23,Germany,1,19.99
C001911,2022-04-07,Referral,32.55,Premium,28,US,1,39.99
C001912,2022-10-14,Email,34.53,Basic,29,Australia,1,99.9
C001913,2023-04-17,Social Media,79.31,Premium,46,Australia,1,119.97
C001914,2022-05-24,Organic,29.43,Basic,41,Canada,1,9.99
C001915,2023-02-15,Referral,54.28,Premium,26,Germany,1,119.97
C001916,2023-01-11,Email,53.79,Premium,41,US,1,119.97
C001917,2023-11-30,Referral,40.24,Basic,61,US,1,19.98
C001918,2023-09-28,Affiliate,22.28,Standard,62,France,1,79.96
C001919,2022-01-09,Paid Search,109.71,Basic,28,France,0,259.74
C001920,2023-02-13,Organic,14.46,Premium,60,US,1,39.99
C001921,2022-12-24,Referral,38.74,Standard,47,US,0,59.97
C001922,2022-03-29,Paid Search,101.22,Premium,43,Germany,1,39.99
C001923,2022-07-24,Referral,33.15,Basic,56,Germany,1,19.98
C001924,2022-08-06,Affiliate,49.65,Basic,47,US,1,79.92
C001925,2023-07-13,Paid Search,116.4,Basic,31,Canada,1,19.98
C001926,2023-08-05,Organic,29.76,Standard,21,Canada,1,139.93
C001927,2023-03-17,Referral,28.54,Basic,19,Australia,0,129.87
C001928,2023-03-10,Social Media,42.6,Basic,27,US,1,29.97
C001929,2022-10-08,Referral,23.27,Premium,46,Germany,1,39.99
C001930,2023-06-22,Paid Search,96.88,Basic,21,US,0,89.91
C001931,2023-03-15,Social Media,78.17,Basic,30,Canada,1,29.97
C001932,2023-03-06,Referral,39.02,Standard,28,Australia,1,259.87
C001933,2023-03-24,Social Media,75.63,Standard,18,France,1,179.91
C001934,2023-09-04,Paid Search,55.45,Standard,57,UK,0,679.66
C001935,2022-11-28,Affiliate,59.45,Premium,65,Australia,0,1119.72
C001936,2022-11-21,Organic,13.01,Basic,27,Germany,0,109.9
C001937,2022-11-21,Organic,25.84,Standard,34,France,1,19.99
C001938,2022-01-04,Referral,57.73,Premium,58,Germany,1,439.89
C001939,2023-10-17,Email,23.9,Basic,30,Germany,1,9.99
C001940,2023-07-14,Paid Search,92.07,Basic,31,UK,1,19.98
C001941,2023-11-27,Email,58.2,Basic,41,US,1,9.99
C001942,2022-11-06,Social Media,55.1,Premium,62,Germany,1,79.98
C001943,2023-10-27,Referral,36.56,Basic,52,Germany,1,19.98
C001944,2023-06-20,Social Media,35.67,Basic,45,Canada,1,19.98
C001945,2022-07-01,Email,43.8,Standard,42,Canada,1,79.96
C001946,2023-11-07,Affiliate,47.21,Standard,62,France,1,0.0
C001947,2022-04-12,Organic,26.12,Basic,59,US,1,9.99
C001948,2023-09-24,Referral,24.15,Standard,57,France,1,39.98
C001949,2022-04-13,Affiliate,37.76,Standard,20,Australia,1,59.97
C001950,2022-10-24,Referral,28.47,Standard,53,Germany,1,19.99
C001951,2022-04-28,Paid Search,109.94,Premium,40,Germany,1,159.96
C001952,2023-02-27,Affiliate,48.15,Standard,18,Canada,0,359.82
C001953,2022-08-18,Email,31.34,Premium,34,Canada,1,39.99
C001954,2023-03-01,Affiliate,29.66,Premium,44,US,1,159.96
C001955,2022-01-16,Organic,13.07,Basic,51,Australia,1,9.99
C001956,2023-09-07,Social Media,46.75,Premium,45,UK,1,399.9
C001957,2023-07-24,Referral,27.71,Standard,21,France,1,219.89
C001958,2023-03-16,Paid Search,115.76,Basic,64,UK,1,29.97
C001959,2023-02-17,Social Media,55.86,Basic,24,Australia,1,29.97
C001960,2022-05-10,Email,24.73,Standard,43,Australia,0,119.94
C001961,2022-09-24,Email,26.36,Basic,23,US,1,69.93
C001962,2022-01-27,Referral,20.46,Standard,27,US,0,59.97
C001963,2023-09-25,Affiliate,41.75,Premium,54,Germany,1,399.9
C001964,2022-01-26,Affiliate,49.37,Premium,58,Australia,1,119.97
C001965,2023-01-02,Paid Search,66.78,Premium,37,UK,1,79.98
C001966,2023-07-03,Paid Search,100.84,Standard,42,Canada,1,39.98
C001967,2023-11-07,Organic,15.5,Premium,58,US,1,299.92
C001968,2023-10-16,Email,54.68,Basic,56,US,1,119.88
C001969,2022-04-20,Paid Search,69.77,Premium,23,US,1,159.96
C001970,2023-05-22,Social Media,75.64,Basic,24,Germany,1,39.96
C001971,2022-01-23,Referral,22.94,Premium,22,UK,1,39.99
C001972,2023-03-06,Referral,55.59,Standard,46,UK,0,239.88
C001973,2022-07-04,Social Media,30.51,Basic,54,Australia,0,39.96
C001974,2023-09-14,Organic,12.34,Basic,40,Germany,1,49.95
C001975,2023-09-21,Email,41.86,Basic,65,Canada,1,169.88
C001976,2022-05-05,Paid Search,92.43,Standard,51,France,0,539.73
C001977,2022-06-06,Paid Search,110.68,Basic,31,US,0,479.72
C001978,2022-12-02,Paid Search,65.38,Standard,26,Canada,1,99.95
C001979,2022-10-08,Referral,27.97,Basic,63,France,1,59.94
C001980,2023-10-30,Social Media,53.35,Standard,45,France,0,499.75
C001981,2023-02-14,Paid Search,67.51,Basic,63,Canada,1,9.99
C001982,2023-02-07,Organic,21.67,Standard,37,UK,0,579.71
C001983,2022-07-30,Affiliate,39.51,Premium,45,France,1,219.94
C001984,2022-10-06,Social Media,61.15,Standard,45,UK,1,19.99
C001985,2023-08-04,Social Media,48.7,Standard,22,Germany,1,199.9
C001986,2022-06-21,Organic,29.16,Basic,44,Canada,0,129.93
C001987,2023-09-11,Affiliate,58.02,Standard,43,US,1,19.99
C001988,2022-04-28,Paid Search,106.63,Basic,29,Canada,0,369.78
C001989,2022-09-09,Organic,14.3,Basic,27,Canada,0,49.95
C001990,2022-05-06,Organic,16.37,Basic,39,UK,0,539.7
C001991,2023-04-22,Email,51.81,Premium,53,US,1,79.98
C001992,2023-01-30,Social Media,60.09,Standard,24,France,1,199.9
C001993,2022-10-12,Affiliate,44.32,Premium,60,US,1,399.9
C001994,2023-08-11,Affiliate,36.87,Standard,38,Canada,1,259.87
C001995,2022-07-22,Paid Search,53.48,Basic,20,Canada,1,49.95
C001996,2023-03-08,Organic,12.48,Basic,38,France,1,59.94
C001997,2023-01-28,Paid Search,90.35,Basic,59,France,0,199.8
C001998,2022-01-05,Referral,31.37,Standard,43,US,0,279.86
C001999,2023-07-01,Email,21.56,Standard,22,Germany,1,119.94
C002000,2022-04-08,Referral,48.93,Basic,40,Germany,1,9.99
C002001,2022-03-23,Email,50.98,Basic,21,Germany,0,19.98
C002002,2022-11-02,Affiliate,59.36,Basic,59,US,1,69.94
C002003,2023-01-18,Email,24.11,Basic,18,UK,0,19.98
C002004,2022-04-18,Social Media,73.07,Standard,32,UK,1,19.99
C002005,2022-04-01,Paid Search,100.69,Standard,52,US,1,39.98
C002006,2022-02-23,Social Media,74.17,Basic,21,Canada,1,39.96
C002007,2022-03-18,Social Media,46.47,Standard,42,Canada,1,179.91
C002008,2022-06-24,Paid Search,90.84,Basic,38,UK,1,289.85
C002009,2023-08-22,Referral,45.48,Standard,51,France,1,39.98
C002010,2022-09-04,Email,39.12,Basic,35,Canada,0,239.76
C002011,2023-05-10,Paid Search,56.43,Standard,63,US,1,39.98
C002012,2022-12-28,Email,53.42,Basic,59,Australia,1,19.98
C002013,2022-07-30,Affiliate,23.12,Premium,21,UK,0,639.76
C002014,2022-01-14,Affiliate,28.65,Standard,30,Germany,1,19.99
C002015,2022-04-18,Social Media,40.43,Standard,51,France,1,339.83
C002016,2022-11-17,Social Media,65.43,Standard,50,US,0,339.83
C002017,2022-05-14,Paid Search,114.17,Basic,46,France,0,59.94
C002018,2023-06-10,Paid Search,104.6,Basic,35,Germany,1,29.97
C002019,2022-06-18,Affiliate,32.29,Premium,59,US,1,119.97
C002020,2022-05-31,Referral,55.05,Standard,33,US,1,299.85
C002021,2023-04-17,Paid Search,68.67,Basic,51,Germany,1,19.98
C002022,2022-12-27,Social Media,35.92,Standard,40,Germany,0,279.86
C002023,2022-08-06,Paid Search,77.78,Basic,39,US,1,89.91
