customer_id,month,month_number,engagement_score,logins,sessions,avg_session_duration,features_used,support_tickets,plan,payment_success
C001442,2022-03,3,0.553,16,24,17.43,4,1,Basic,True
C001442,2022-04,4,0.547,8,15,17.64,7,0,Basic,True
C001443,2022-08,1,0.492,16,21,13.63,6,1,Premium,True
C001443,2022-09,2,0.486,10,22,20.75,3,0,Premium,True
C001443,2022-10,3,0.516,14,11,16.41,4,0,Premium,True
C001443,2022-11,4,0.432,12,22,13.47,3,0,Premium,True
C001443,2022-12,5,0.484,10,13,15.31,2,0,Premium,True
C001444,2023-11,1,0.903,23,27,32.53,13,1,Basic,True
C001444,2023-12,2,0.838,33,34,33.41,12,0,Basic,True
C001444,2024-01,3,0.732,32,30,17.97,2,0,Basic,True
C001444,2024-02,4,0.835,19,27,26.97,7,0,Basic,True
C001444,2024-03,5,0.886,24,29,22.21,13,0,Basic,True
C001444,2024-04,6,0.713,14,42,16.79,3,1,Basic,True
C001444,2024-05,7,0.813,24,39,15.42,8,0,Basic,True
C001444,2024-06,8,1.0,23,35,13.67,4,0,Basic,True
C001444,2024-07,9,0.976,42,47,17.66,9,0,Standard,True
C001444,2024-07,10,0.747,29,28,19.7,8,0,Standard,True
C001444,2024-08,11,0.783,12,27,18.91,11,0,Standard,True
C001444,2024-09,12,0.897,38,26,33.45,13,1,Standard,True
C001444,2024-10,13,0.905,38,49,38.25,13,0,Standard,True
C001444,2024-11,14,0.907,19,23,23.29,7,1,Standard,True
C001444,2024-12,15,0.87,30,19,37.84,6,0,Standard,True
C001444,2025-01,16,0.911,13,40,34.11,11,0,Standard,True
C001444,2025-02,17,0.988,26,59,15.59,9,0,Standard,True
C001444,2025-03,18,0.848,16,24,14.48,5,0,Standard,True
C001444,2025-04,19,0.796,23,45,10.29,4,0,Standard,True
C001444,2025-05,20,0.999,14,54,26.37,10,0,Standard,True
C001444,2025-06,21,0.776,24,26,27.39,3,0,Standard,True
C001444,2025-07,22,0.846,15,17,35.36,11,0,Standard,True
C001444,2025-08,23,0.782,29,36,25.53,10,0,Standard,True
C001444,2025-09,24,1.0,45,20,19.52,5,0,Standard,True
C001444,2025-10,25,0.962,38,33,9.66,12,1,Standard,True
C001444,2025-11,26,1.0,43,41,14.25,8,0,Standard,True
C001444,2025-12,27,0.72,18,37,21.73,9,0,Standard,True
C001444,2026-01,28,0.975,27,47,29.9,4,0,Standard,True
C001444,2026-02,29,0.873,30,41,15.69,4,0,Standard,True
C001445,2023-03,1,0.863,21,29,37.44,7,1,Basic,True
C001445,2023-04,2,0.86,18,43,10.98,12,0,Basic,True
C001445,2023-05,3,0.9,38,38,12.81,2,0,Basic,True
C001445,2023-06,4,0.93,20,46,12.78,13,0,Basic,True
C001445,2023-07,5,0.798,30,34,12.7,7,0,Basic,True
C001445,2023-07,6,0.813,21,34,34.4,4,0,Basic,True
C001445,2023-08,7,0.772,23,44,25.71,7,0,Basic,True
C001445,2023-09,8,0.73,25,14,12.54,4,0,Basic,True
C001445,2023-10,9,0.714,27,42,15.53,7,0,Basic,True
C001445,2023-11,10,0.77,15,18,8.22,3,0,Basic,True
C001445,2023-12,11,0.823,33,26,35.13,10,0,Basic,True
C001445,2024-01,12,0.822,31,18,11.72,9,0,Basic,True
C001445,2024-02,13,0.806,24,22,10.71,7,0,Basic,True
C001445,2024-03,14,0.912,22,40,30.03,6,0,Basic,True
C001445,2024-04,15,0.729,22,22,30.98,8,0,Basic,True
C001445,2024-05,16,0.741,23,38,17.52,5,0,Basic,True
C001445,2024-06,17,0.735,13,30,32.32,5,0,Basic,True
C001445,2024-07,18,0.698,23,23,9.94,9,1,Basic,True
C001445,2024-08,19,0.754,13,27,15.28,4,0,Basic,True
C001445,2024-09,20,0.788,22,37,11.33,5,0,Basic,True
C001445,2024-10,21,0.729,11,37,15.98,9,0,Basic,True
C001445,2024-11,22,0.796,23,28,26.5,11,0,Basic,True
C001445,2024-12,23,0.923,15,28,19.85,11,0,Basic,True
C001445,2025-01,24,0.659,27,13,29.56,1,0,Basic,True
C001445,2025-02,25,0.869,17,33,10.06,9,0,Basic,True
C001446,2023-09,1,0.321,6,8,6.36,1,1,Standard,True
C001446,2023-10,2,0.327,10,16,3.87,4,1,Standard,True
C001446,2023-11,3,0.277,9,15,11.52,2,1,Standard,True
C001447,2022-05,1,0.225,7,10,3.43,1,0,Standard,True
C001448,2023-05,1,0.649,23,21,22.85,3,0,Standard,False
C001448,2023-06,2,0.716,24,19,25.55,2,0,Standard,True
C001448,2023-07,3,0.681,16,25,7.96,6,0,Standard,True
C001448,2023-08,4,0.544,22,10,7.77,3,0,Standard,True
C001448,2023-09,5,0.7,27,20,9.84,3,0,Standard,True
C001448,2023-10,6,0.74,17,37,32.47,8,0,Standard,True
C001448,2023-11,7,0.523,13,23,10.88,2,0,Standard,True
C001448,2023-12,8,0.737,11,39,27.16,2,0,Standard,True
C001448,2024-01,9,0.658,24,39,18.79,9,0,Standard,True
C001449,2022-09,1,0.428,9,15,14.87,4,0,Basic,True
C001450,2022-03,1,0.749,17,31,29.42,11,0,Standard,True
C001450,2022-04,2,0.743,14,44,13.27,7,0,Standard,True
C001450,2022-05,3,0.971,40,28,12.42,2,0,Standard,True
C001450,2022-06,4,0.793,27,33,15.59,11,0,Standard,True
C001450,2022-07,5,0.959,36,31,32.14,14,0,Standard,True
C001450,2022-08,6,1.0,19,33,35.4,8,1,Standard,True
C001450,2022-09,7,0.855,14,25,31.64,11,0,Standard,True
C001450,2022-10,8,0.814,18,47,22.83,3,0,Standard,True
C001450,2022-11,9,0.869,30,48,11.8,2,0,Standard,True
C001450,2022-12,10,0.81,26,17,30.9,6,0,Standard,True
C001450,2023-01,11,0.782,14,19,11.79,9,1,Standard,True
C001450,2023-01,12,0.803,20,27,29.14,3,0,Standard,True
C001450,2023-03,13,0.732,12,34,14.74,5,0,Standard,True
C001450,2023-04,14,0.921,28,25,41.34,11,0,Standard,True
C001450,2023-05,15,0.8,32,32,21.45,8,1,Standard,True
C001450,2023-05,16,1.0,32,33,34.92,12,0,Standard,False
C001450,2023-06,17,0.908,35,33,12.01,9,0,Standard,True
C001450,2023-07,18,0.857,31,30,38.29,8,0,Standard,True
C001450,2023-08,19,0.949,30,37,34.08,7,0,Standard,True
C001450,2023-09,20,0.989,29,40,15.88,11,0,Standard,True
C001450,2023-10,21,0.751,22,23,20.15,10,0,Standard,True
C001450,2023-11,22,0.952,31,40,41.09,3,0,Standard,True
C001450,2023-12,23,0.926,34,44,41.43,5,0,Standard,True
C001450,2024-01,24,0.879,24,44,8.83,7,1,Standard,True
C001450,2024-02,25,0.864,17,41,23.08,8,0,Standard,True
C001450,2024-03,26,0.891,16,50,36.52,6,0,Standard,True
C001451,2022-08,1,0.421,13,12,18.57,5,0,Basic,True
C001451,2022-09,2,0.476,15,17,10.23,4,0,Basic,True
C001451,2022-10,3,0.472,8,11,11.06,2,0,Basic,True
C001451,2022-11,4,0.448,15,12,18.99,3,0,Basic,True
C001451,2022-12,5,0.435,13,9,8.17,6,0,Basic,True
C001451,2023-01,6,0.43,15,14,17.58,2,0,Basic,True
C001451,2023-02,7,0.533,10,24,6.36,7,0,Standard,True
C001451,2023-03,8,0.5,10,15,5.61,3,0,Standard,True
C001451,2023-04,9,0.427,16,16,9.33,2,0,Standard,True
C001451,2023-05,10,0.427,15,10,18.44,5,0,Standard,True
C001451,2023-06,11,0.38,10,14,13.44,5,0,Standard,True
C001452,2023-07,1,0.218,4,8,9.0,0,0,Premium,True
C001453,2023-11,1,0.318,7,8,13.31,4,1,Premium,True
C001453,2023-12,2,0.28,12,12,8.8,1,0,Premium,True
C001453,2024-01,3,0.393,9,23,6.6,2,0,Premium,True
C001453,2024-02,4,0.283,11,14,6.9,1,0,Premium,True
C001454,2022-04,1,0.249,7,9,2.94,1,0,Standard,True
C001455,2022-02,1,0.605,10,15,12.7,3,0,Standard,True
C001455,2022-03,2,0.556,22,28,9.56,2,0,Standard,True
C001455,2022-04,3,0.491,11,23,15.53,4,0,Standard,True
C001455,2022-05,4,0.556,10,11,20.9,3,0,Standard,True
C001455,2022-06,5,0.515,19,15,7.06,5,0,Standard,True
C001455,2022-07,6,0.614,9,16,23.95,3,0,Standard,True
C001455,2022-08,7,0.509,19,26,15.42,4,0,Standard,True
C001455,2022-09,8,0.598,21,19,25.75,5,1,Standard,True
C001455,2022-10,9,0.493,12,26,16.5,5,0,Standard,True
C001455,2022-11,10,0.526,9,11,22.83,3,1,Standard,True
C001455,2022-12,11,0.533,14,26,5.76,2,0,Standard,True
C001455,2023-01,12,0.599,20,14,10.76,2,0,Standard,True
C001455,2023-02,13,0.554,15,14,21.67,6,0,Standard,True
C001455,2023-03,14,0.45,12,13,19.11,1,0,Standard,True
C001455,2023-04,15,0.464,6,19,14.81,5,0,Standard,True
C001456,2022-06,1,0.392,14,13,10.98,1,0,Basic,True
C001456,2022-07,2,0.383,15,8,4.84,1,0,Basic,False
C001456,2022-08,3,0.378,10,21,16.68,3,0,Basic,True
C001456,2022-09,4,0.408,10,10,16.48,2,0,Basic,True
C001456,2022-10,5,0.381,12,14,15.61,3,0,Basic,True
C001457,2022-04,1,0.384,5,8,13.43,1,0,Basic,True
C001457,2022-05,2,0.416,7,9,16.36,3,0,Basic,True
C001457,2022-06,3,0.363,14,19,12.82,4,0,Basic,True
C001458,2022-07,1,0.162,7,7,5.52,1,0,Standard,True
C001459,2023-05,1,0.86,37,23,18.41,4,0,Basic,True
C001459,2023-05,2,0.821,29,28,34.14,5,0,Basic,True
C001459,2023-06,3,0.608,13,20,14.73,8,0,Basic,True
C001459,2023-07,4,0.853,15,24,26.58,9,0,Basic,True
C001459,2023-08,5,0.739,19,23,30.59,7,1,Basic,True
C001459,2023-09,6,0.799,17,17,21.33,11,1,Basic,True
C001459,2023-10,7,0.774,17,17,8.89,10,0,Basic,True
C001459,2023-11,8,0.794,26,23,25.66,8,0,Basic,True
C001459,2023-12,9,0.697,29,32,17.22,10,0,Basic,True
C001459,2024-01,10,0.657,24,33,26.44,7,0,Basic,True
C001459,2024-02,11,0.615,24,12,6.93,8,0,Basic,True
C001459,2024-03,12,0.667,26,26,23.12,2,0,Basic,True
C001459,2024-04,13,0.622,26,19,20.59,8,0,Basic,True
C001459,2024-05,14,0.827,18,48,37.02,3,0,Basic,True
C001459,2024-06,15,0.804,14,21,33.59,4,0,Basic,True
C001459,2024-07,16,0.595,13,31,9.0,4,0,Basic,True
C001459,2024-08,17,0.812,14,30,20.44,2,0,Basic,True
C001459,2024-09,18,0.576,25,28,6.24,5,0,Basic,True
C001459,2024-10,19,0.668,28,28,7.97,4,0,Basic,True
C001459,2024-11,20,0.747,14,38,22.24,4,0,Basic,True
C001459,2024-12,21,0.775,23,43,25.69,2,0,Basic,True
C001459,2025-01,22,0.72,17,31,12.14,8,0,Basic,True
C001459,2025-02,23,0.793,35,29,9.33,8,0,Basic,True
C001459,2025-03,24,0.711,23,24,19.75,9,0,Standard,True
C001459,2025-04,25,0.734,29,14,20.01,9,0,Standard,True
C001459,2025-05,26,0.656,10,30,19.56,7,0,Standard,True
C001459,2025-06,27,0.82,36,23,23.18,9,0,Standard,True
C001459,2025-07,28,0.788,34,33,22.38,3,0,Standard,True
C001459,2025-08,29,0.751,13,24,19.2,4,0,Standard,True
C001459,2025-09,30,0.604,25,15,14.77,9,0,Standard,True
C001459,2025-10,31,0.588,9,21,15.58,2,0,Standard,True
C001460,2023-03,1,0.765,26,42,15.3,9,0,Basic,True
C001460,2023-03,2,0.768,33,39,13.39,3,0,Basic,True
C001460,2023-04,3,0.781,26,41,15.06,6,0,Basic,False
C001460,2023-05,4,0.856,14,40,29.39,5,1,Basic,True
C001460,2023-06,5,0.76,19,32,15.07,10,0,Basic,True
C001460,2023-07,6,0.666,17,28,29.47,8,0,Basic,True
C001460,2023-08,7,0.694,20,24,18.13,7,0,Basic,True
C001460,2023-09,8,0.695,20,21,11.09,2,0,Basic,True
C001460,2023-10,9,0.829,31,29,25.66,9,0,Basic,False
C001461,2022-08,1,0.536,12,17,16.13,4,0,Basic,True
C001461,2022-09,2,0.478,21,14,7.93,1,0,Basic,False
C001461,2022-10,3,0.386,13,20,5.05,2,1,Basic,True
C001461,2022-11,4,0.555,16,29,18.32,8,0,Basic,True
C001461,2022-12,5,0.459,14,25,11.23,4,0,Basic,True
C001461,2023-01,6,0.407,17,23,14.5,4,0,Standard,True
C001461,2023-02,7,0.4,11,10,15.03,2,0,Standard,True
C001461,2023-03,8,0.482,17,17,19.64,6,0,Standard,True
C001461,2023-04,9,0.476,18,10,5.29,4,0,Standard,True
C001461,2023-05,10,0.487,17,14,19.4,3,0,Standard,True
C001461,2023-06,11,0.554,21,15,18.59,7,0,Standard,True
C001461,2023-07,12,0.507,14,29,14.19,1,0,Standard,True
C001461,2023-08,13,0.382,9,20,9.55,3,0,Standard,True
C001461,2023-09,14,0.442,6,13,7.56,3,0,Standard,True
C001461,2023-10,15,0.496,11,15,21.32,2,0,Standard,True
C001462,2023-06,1,0.609,13,32,15.08,3,0,Basic,False
C001462,2023-07,2,0.429,16,15,4.91,5,0,Basic,True
C001463,2023-06,1,0.614,16,32,16.51,1,0,Basic,True
C001463,2023-07,2,0.633,24,34,7.69,7,0,Basic,True
C001463,2023-08,3,0.597,13,19,18.05,8,0,Basic,True
C001463,2023-09,4,0.559,22,22,24.93,5,0,Basic,True
C001463,2023-10,5,0.547,8,17,19.74,4,1,Basic,True
C001463,2023-11,6,0.51,8,24,11.61,3,0,Basic,True
C001463,2023-12,7,0.499,7,14,17.06,1,0,Basic,True
C001463,2024-01,8,0.596,17,29,9.02,2,0,Basic,True
C001463,2024-02,9,0.465,15,10,11.34,6,0,Basic,True
C001463,2024-03,10,0.597,11,33,14.5,7,0,Basic,True
C001463,2024-04,11,0.529,14,17,12.5,1,0,Basic,True
C001463,2024-05,12,0.635,12,16,11.91,1,0,Basic,True
C001463,2024-06,13,0.456,19,20,18.48,1,0,Basic,True
C001463,2024-07,14,0.633,12,19,25.61,3,0,Basic,True
C001463,2024-08,15,0.505,13,15,9.26,2,0,Basic,True
C001464,2022-03,1,0.414,17,19,13.71,2,0,Standard,True
C001464,2022-04,2,0.507,17,25,7.79,1,0,Standard,True
C001464,2022-05,3,0.455,13,12,19.95,1,1,Standard,True
C001464,2022-06,4,0.459,14,23,7.77,2,0,Standard,True
C001464,2022-07,5,0.39,7,18,15.05,4,1,Standard,True
C001464,2022-08,6,0.504,22,10,22.17,7,1,Standard,False
C001464,2022-08,7,0.375,10,10,16.65,2,0,Standard,True
C001464,2022-09,8,0.345,10,14,14.92,3,0,Standard,True
C001464,2022-10,9,0.413,9,14,10.1,2,1,Standard,True
C001464,2022-11,10,0.39,15,13,7.96,5,0,Standard,True
C001464,2022-12,11,0.479,20,23,10.71,2,0,Standard,True
C001464,2023-01,12,0.444,16,11,12.66,2,0,Standard,True
C001464,2023-02,13,0.442,13,18,17.62,6,0,Standard,True
C001464,2023-03,14,0.378,15,10,9.81,2,0,Standard,True
C001464,2023-04,15,0.373,9,15,8.23,1,0,Standard,True
C001464,2023-05,16,0.428,19,22,9.06,6,0,Standard,True
C001464,2023-06,17,0.441,14,22,8.37,2,0,Standard,True
C001465,2023-08,1,0.575,22,21,25.38,6,0,Premium,True
C001465,2023-09,2,0.562,21,24,19.94,8,0,Premium,True
C001465,2023-10,3,0.594,13,32,6.94,4,0,Premium,True
C001465,2023-11,4,0.584,22,25,21.04,2,0,Premium,True
C001465,2023-12,5,0.568,21,25,22.56,1,0,Premium,True
C001465,2024-01,6,0.484,17,10,16.05,6,0,Premium,True
C001465,2024-02,7,0.619,9,16,18.62,6,0,Premium,True
C001465,2024-03,8,0.549,18,22,23.51,7,0,Premium,True
C001465,2024-04,9,0.47,14,15,9.17,6,0,Premium,True
C001466,2022-10,1,0.652,25,20,29.27,3,0,Standard,True
C001466,2022-11,2,0.655,18,30,23.06,4,0,Standard,True
C001466,2022-12,3,0.584,8,24,10.29,7,0,Standard,True
C001466,2023-01,4,0.631,10,23,14.31,3,0,Standard,True
C001466,2023-02,5,0.703,30,41,14.41,5,0,Standard,True
C001467,2022-11,1,0.656,24,20,20.24,7,0,Basic,True
C001467,2022-12,2,0.899,18,17,27.98,2,0,Basic,True
C001467,2023-01,3,0.758,28,40,18.38,3,0,Basic,True
C001468,2022-05,1,0.16,6,3,5.42,1,0,Standard,True
C001468,2022-06,2,0.173,2,9,7.68,1,0,Standard,True
C001469,2023-09,1,0.295,7,9,11.48,4,0,Basic,True
C001470,2022-07,1,0.362,14,7,5.08,4,0,Standard,True
C001470,2022-08,2,0.369,13,20,15.36,2,0,Standard,True
C001471,2022-05,1,0.309,8,7,8.8,4,0,Basic,True
C001472,2023-07,1,0.188,4,11,3.56,0,0,Standard,True
C001473,2022-01,1,0.441,16,21,15.26,5,0,Basic,True
C001473,2022-02,2,0.414,13,15,14.95,6,0,Basic,True
C001473,2022-03,3,0.436,10,16,5.28,2,0,Basic,True
C001473,2022-04,4,0.474,17,17,14.69,1,0,Basic,True
C001474,2023-03,1,0.864,34,19,11.88,12,0,Basic,True
C001474,2023-04,2,0.618,21,35,10.8,4,0,Basic,True
C001474,2023-05,3,0.785,32,32,27.38,4,0,Basic,True
C001474,2023-06,4,0.845,14,24,35.97,5,0,Basic,True
C001474,2023-07,5,0.83,29,18,22.21,12,1,Basic,True
C001474,2023-08,6,0.835,15,26,12.9,7,0,Basic,True
C001475,2023-10,1,0.689,19,15,25.63,4,0,Basic,True
C001475,2023-11,2,0.817,35,44,19.44,4,0,Basic,True
C001475,2023-12,3,0.688,13,20,24.89,5,0,Basic,True
C001475,2024-01,4,0.615,19,15,13.73,7,0,Basic,True
C001475,2024-02,5,0.848,37,49,21.37,4,0,Basic,True
C001475,2024-03,6,0.808,14,35,14.04,4,0,Basic,True
C001475,2024-04,7,0.79,31,26,8.27,7,0,Basic,True
C001475,2024-05,8,0.848,36,32,19.57,5,0,Basic,True
C001475,2024-06,9,0.72,31,25,21.77,9,0,Basic,True
C001475,2024-07,10,0.846,30,27,36.42,3,0,Basic,True
C001475,2024-07,11,0.86,24,24,26.39,3,0,Basic,True
C001475,2024-08,12,0.882,32,37,26.85,12,0,Basic,True
C001475,2024-09,13,0.885,13,48,23.57,12,0,Standard,True
C001476,2023-04,1,0.362,13,10,5.3,1,0,Basic,True
C001476,2023-05,2,0.367,13,11,6.54,3,1,Basic,True
C001476,2023-06,3,0.402,8,14,16.61,4,0,Basic,True
C001476,2023-07,4,0.321,7,11,8.35,3,1,Basic,True
C001476,2023-08,5,0.393,14,17,4.27,3,0,Basic,True
C001476,2023-09,6,0.3,6,9,12.91,4,0,Basic,True
C001476,2023-10,7,0.303,12,14,10.05,3,0,Basic,True
C001476,2023-11,8,0.403,12,18,15.07,6,0,Basic,True
C001477,2023-08,1,0.472,8,24,20.91,4,0,Premium,True
C001477,2023-09,2,0.437,8,13,6.06,5,0,Premium,True
C001477,2023-10,3,0.517,22,12,17.38,7,0,Premium,True
C001477,2023-11,4,0.532,10,15,21.45,4,0,Premium,True
C001477,2023-12,5,0.574,20,15,24.23,3,0,Premium,True
C001477,2024-01,6,0.633,27,18,15.49,3,0,Premium,True
C001477,2024-02,7,0.458,10,23,15.3,3,0,Premium,True
C001477,2024-03,8,0.625,25,30,21.53,8,0,Premium,True
C001477,2024-04,9,0.532,13,19,11.35,7,0,Premium,True
C001477,2024-05,10,0.542,16,13,11.82,4,0,Premium,True
C001477,2024-06,11,0.583,9,15,8.0,8,0,Premium,True
C001477,2024-07,12,0.494,19,26,8.35,7,0,Premium,True
C001477,2024-08,13,0.54,19,16,6.97,4,0,Premium,True
C001477,2024-09,14,0.446,10,8,11.51,3,0,Premium,True
C001477,2024-10,15,0.496,14,15,6.56,2,0,Premium,True
C001477,2024-11,16,0.634,23,18,27.85,3,0,Premium,True
C001477,2024-12,17,0.635,15,29,17.81,6,0,Premium,True
C001477,2025-01,18,0.647,12,34,27.29,7,0,Premium,True
C001477,2025-02,19,0.646,13,26,17.65,7,0,Premium,True
C001477,2025-03,20,0.444,14,26,15.4,3,0,Premium,True
C001478,2023-09,1,0.47,18,16,6.29,1,0,Basic,True
C001478,2023-10,2,0.611,25,15,24.54,9,0,Basic,True
C001478,2023-11,3,0.526,8,11,19.17,3,0,Basic,True
C001478,2023-12,4,0.552,14,32,8.69,8,0,Basic,True
C001478,2023-12,5,0.467,13,21,7.59,4,0,Basic,True
C001479,2023-11,1,0.555,23,11,22.41,4,0,Standard,True
C001479,2023-12,2,0.507,20,18,5.53,6,0,Standard,True
C001479,2024-01,3,0.595,11,26,6.19,8,0,Standard,True
C001479,2024-02,4,0.621,24,18,23.16,8,0,Standard,True
C001479,2024-03,5,0.569,8,28,16.35,3,0,Standard,True
C001479,2024-04,6,0.69,28,16,23.47,10,0,Standard,True
C001479,2024-05,7,0.536,15,18,23.94,7,0,Standard,True
C001479,2024-06,8,0.549,17,28,7.36,7,0,Standard,True
C001479,2024-07,9,0.511,10,28,22.78,5,0,Standard,True
C001479,2024-08,10,0.559,20,25,12.83,5,0,Standard,True
C001479,2024-09,11,0.509,16,16,14.04,7,0,Standard,True
C001479,2024-10,12,0.546,18,16,10.24,3,0,Standard,True
C001479,2024-11,13,0.638,21,31,15.54,6,0,Standard,True
C001479,2024-12,14,0.675,25,18,19.92,2,0,Standard,True
C001479,2025-01,15,0.529,7,14,8.71,3,0,Standard,True
C001479,2025-02,16,0.531,13,20,22.29,5,0,Standard,True
C001479,2025-03,17,0.672,29,17,23.61,6,0,Standard,False
C001480,2022-12,1,0.118,2,6,4.15,0,0,Standard,True
C001480,2023-01,2,0.11,2,6,4.15,0,0,Standard,True
C001481,2022-04,1,0.165,7,4,6.93,0,0,Standard,True
C001481,2022-05,2,0.152,4,4,2.64,1,1,Standard,True
C001482,2022-03,1,0.139,2,8,2.04,0,0,Basic,True
C001483,2023-01,1,0.926,36,31,39.72,8,0,Standard,True
C001483,2023-02,2,0.804,30,42,34.94,9,0,Standard,True
C001483,2023-03,3,0.855,25,47,24.21,9,0,Standard,True
C001483,2023-04,4,0.695,27,28,13.25,2,1,Standard,True
C001483,2023-05,5,0.727,19,23,8.24,10,0,Standard,True
C001483,2023-06,6,0.739,11,14,14.39,11,0,Standard,True
C001483,2023-07,7,0.786,22,18,28.0,7,1,Standard,True
C001483,2023-08,8,0.716,30,20,28.17,9,0,Standard,True
C001483,2023-09,9,0.938,19,44,14.22,4,0,Standard,True
C001483,2023-10,10,0.773,13,46,29.49,6,1,Standard,True
C001483,2023-11,11,0.97,22,35,26.3,8,0,Standard,True
C001483,2023-12,12,0.754,19,31,10.34,2,0,Standard,True
C001483,2024-01,13,0.848,22,36,27.01,11,0,Standard,True
C001483,2024-02,14,1.0,44,49,21.6,12,0,Standard,True
C001483,2024-03,15,0.945,37,22,14.95,5,0,Standard,True
C001483,2024-04,16,0.773,21,41,11.85,2,0,Standard,True
C001483,2024-05,17,0.947,36,45,15.0,10,0,Standard,True
C001483,2024-06,18,0.936,18,45,20.27,4,0,Standard,True
C001483,2024-07,19,1.0,34,30,27.62,14,0,Standard,True
C001483,2024-08,20,0.857,25,33,17.18,11,1,Standard,True
C001483,2024-09,21,0.721,18,30,21.25,7,0,Standard,True
C001483,2024-10,22,0.833,29,24,31.9,6,0,Standard,True
C001483,2024-11,23,0.827,13,28,36.49,9,1,Standard,True
C001483,2024-12,24,0.842,20,23,31.71,2,0,Standard,True
C001484,2022-09,1,0.806,19,24,9.67,5,0,Basic,True
C001484,2022-10,2,0.652,13,13,12.21,6,0,Basic,True
C001484,2022-11,3,0.617,24,14,22.94,4,0,Basic,True
C001484,2022-12,4,0.787,13,36,24.39,7,0,Basic,True
C001484,2023-01,5,0.603,23,32,21.52,8,1,Basic,True
C001485,2023-05,1,0.257,11,14,3.87,3,0,Standard,True
C001485,2023-06,2,0.357,6,21,15.35,5,1,Standard,True
C001486,2022-05,1,0.613,10,23,20.33,5,0,Basic,True
C001486,2022-06,2,0.619,24,34,19.17,9,0,Basic,True
C001486,2022-07,3,0.566,11,23,15.97,2,0,Basic,True
C001486,2022-08,4,0.459,16,12,10.35,4,0,Basic,True
C001486,2022-09,5,0.629,12,32,19.89,4,0,Basic,True
C001486,2022-10,6,0.556,19,24,14.24,8,0,Basic,True
C001486,2022-11,7,0.54,16,15,9.68,7,0,Basic,True
C001486,2022-12,8,0.584,13,17,23.51,5,0,Basic,True
C001486,2023-01,9,0.531,18,28,17.23,6,1,Standard,True
C001486,2023-02,10,0.48,7,9,14.65,2,0,Standard,True
C001486,2023-03,11,0.602,12,15,14.96,4,1,Standard,True
C001486,2023-04,12,0.486,19,26,7.95,3,0,Standard,True
C001486,2023-05,13,0.618,17,24,10.06,4,0,Standard,True
C001486,2023-06,14,0.459,20,20,19.28,4,0,Standard,True
C001486,2023-07,15,0.438,11,14,10.14,5,0,Standard,True
C001486,2023-08,16,0.597,14,32,24.36,4,0,Standard,True
C001486,2023-09,17,0.497,14,18,15.25,1,0,Standard,True
C001486,2023-10,18,0.534,17,12,9.92,6,0,Standard,True
C001486,2023-11,19,0.532,9,20,9.36,4,0,Standard,True
C001487,2023-06,1,0.756,17,36,17.81,3,0,Basic,True
C001487,2023-07,2,0.814,13,48,31.26,2,0,Basic,True
C001488,2022-06,1,0.917,30,25,16.38,10,1,Premium,True
C001488,2022-07,2,0.963,18,34,28.66,4,0,Premium,True
C001488,2022-08,3,0.881,30,45,23.4,4,0,Premium,True
C001488,2022-09,4,0.905,34,20,37.78,2,0,Premium,True
C001488,2022-10,5,0.951,37,46,34.66,9,0,Premium,True
C001488,2022-11,6,0.787,16,40,24.36,3,0,Premium,True
C001488,2022-12,7,0.904,40,26,15.86,8,1,Premium,True
C001488,2023-01,8,0.786,11,20,30.82,5,0,Premium,True
C001488,2023-02,9,0.697,10,18,16.52,5,0,Premium,True
C001488,2023-03,10,0.699,23,37,9.35,4,0,Premium,True
C001488,2023-04,11,0.75,15,39,27.39,4,0,Premium,True
C001488,2023-05,12,0.902,16,18,33.24,9,0,Premium,True
C001488,2023-06,13,0.736,30,25,26.74,11,0,Premium,True
C001488,2023-07,14,0.95,39,35,26.25,2,0,Premium,True
C001488,2023-08,15,0.957,22,52,26.28,11,1,Premium,True
C001488,2023-09,16,0.793,25,25,8.12,9,0,Premium,True
C001488,2023-10,17,0.689,14,17,26.62,8,1,Premium,True
C001488,2023-11,18,0.847,23,22,15.19,12,0,Premium,True
C001488,2023-12,19,0.759,25,20,15.24,9,0,Premium,True
C001488,2024-01,20,0.692,27,41,21.05,4,0,Premium,True
C001488,2024-01,21,0.801,24,16,10.72,5,1,Premium,True
C001488,2024-03,22,0.812,34,19,12.48,6,0,Premium,False
C001488,2024-03,23,0.806,20,45,21.21,9,0,Premium,True
C001488,2024-04,24,0.725,28,25,12.9,7,1,Premium,True
C001489,2022-04,1,0.92,33,37,17.41,4,0,Basic,True
C001490,2022-05,1,0.721,22,28,22.65,8,1,Basic,True
C001490,2022-05,2,0.617,21,20,19.42,4,0,Basic,True
C001490,2022-06,3,0.768,11,20,13.01,9,0,Basic,True
C001490,2022-07,4,0.552,8,24,15.2,3,0,Basic,True
C001490,2022-08,5,0.702,30,25,26.67,8,0,Basic,True
C001490,2022-09,6,0.661,21,23,26.3,5,0,Basic,True
C001490,2022-10,7,0.631,13,37,23.04,5,0,Basic,True
C001490,2022-11,8,0.557,10,16,8.52,6,0,Basic,True
C001490,2022-12,9,0.69,11,33,28.43,6,0,Basic,False
C001491,2022-01,1,0.708,14,33,13.2,6,0,Standard,True
C001491,2022-02,2,0.779,32,43,13.46,6,0,Standard,True
C001491,2022-03,3,0.872,28,49,23.94,9,0,Standard,True
